"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3472406,127,"Travel guides/books about New Zealand",NA,"8"
3472406,126,"Online travel blogs",NA,"7"
3472406,126,"Online travel blogs",NA,"7"
3462442,106,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","6"
3462442,106,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","9"
3463773,121,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3472423,117,"www.lonleyplanet.com",NA,"9"
3471531,100,"Google+",NA,"6"
3463773,122,"Another source","Another source","Another source"
3472423,116,"www.tripadvisor.com",NA,"9"
3462449,111,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3472423,116,"www.tripadvisor.com",NA,"9"
3472423,115,"Friends, family and colleagues",NA,"9"
3472423,118,"Essential New Zealand mobile app",NA,"9"
3472423,118,"Essential New Zealand mobile app",NA,"9"
3471531,99,"Travel agents in your home country in person",NA,"7"
3472423,117,"100% Pure New Zealand www.newzealand.com",NA,"9"
3471531,99,"Travel agents in your home country in person",NA,"8"
3463775,153,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3462465,144,"Friends, family and colleagues",NA,"9"
3463775,154,"Facebook",NA,"7"
3462465,144,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3462465,144,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3471531,102,"Another source",NA,"6"
3462465,148,"Other publications e.g. magazines",NA,"9"
3462465,148,"Other publications e.g. magazines",NA,"8"
3472439,134,"Other publications e.g. magazines",NA,"8"
3471531,101,"Online travel blogs",NA,"7"
3462465,146,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3463805,136,"www.lonleyplanet.com",NA,"8"
3471531,101,"Online travel blogs",NA,"8"
3462465,146,"100% Pure New Zealand www.newzealand.com",NA,"7"
3472439,135,"Another source",NA,"Another source"
3472439,135,"Another source",NA,"7"
3462465,147,"Travel guides/books about New Zealand",NA,"8"
3462465,145,"www.lonleyplanet.com",NA,"Very Useful10"
3472439,132,"www.tripadvisor.com",NA,"8"
3463808,140,"www.lonleyplanet.com",NA,"9"
3463808,142,"Online travel blogs",NA,"Not Sure"
3462465,147,"Facebook",NA,"8"
3472439,133,"Online travel blogs",NA,"7"
3463808,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3472439,133,"Online travel blogs",NA,"3"
3463808,141,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3472439,134,"Another social networking website",NA,"8"
3463808,140,"www.tripadvisor.com",NA,"9"
3462467,140,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","4"
3471531,98,"Travel agents in your home country over the phone",NA,"7"
3463808,142,"Other publications e.g. magazines",NA,"Not Sure"
3462474,101,"Airline websites","Airline websites","9"
3471531,102,"Travel guides/books about New Zealand",NA,"6"
3472454,111,"www.wotif.com",NA,"Very Useful10"
3472454,111,"www.wotif.com",NA,"Very Useful10"
3472454,110,"Travel agents in your home country in person",NA,"6"
3462483,125,"Travel guides/books about New Zealand",NA,"Very Useful10"
3471533,127,"Travel guides/books about New Zealand",NA,"Very Useful10"
3463823,95,"Webjet","Webjet","8"
3462483,122,"www.lonleyplanet.com",NA,"Very Useful10"
3462483,122,"www.lonleyplanet.com",NA,"8"
3462483,123,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3471533,127,"Online travel blogs",NA,"Very Useful10"
3462483,121,"Friends, family and colleagues",NA,"Very Useful10"
3472471,116,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3462483,124,"Google+",NA,"9"
3462483,124,"Google+",NA,"8"
3471533,126,"www.wotif.com",NA,"8"
3462483,123,"100% Pure New Zealand www.newzealand.com",NA,"9"
3471533,126,"www.wotif.com",NA,"Very Useful10"
3471533,125,"Friends, family and colleagues",NA,"9"
3462492,125,"Travel agents in your home country in person",NA,"Very Useful10"
3472472,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3472472,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Not at all Useful1"
3463824,108,"Friends, family and colleagues",NA,"6"
3462501,109,"www.i-SITE.org.nz",NA,"7"
3471549,156,"Friends, family and colleagues",NA,"Very Useful10"
3472472,129,"www.tripadvisor.com","www.tripadvisor.com","7"
3462501,110,"Google+",NA,"9"
3462501,110,"Google+",NA,"9"
3463824,109,"100% Pure New Zealand www.newzealand.com",NA,"7"
3472472,132,"Travel guides/books about New Zealand",NA,"5"
3463824,109,"100% Pure New Zealand www.newzealand.com",NA,"7"
3471549,160,"Instagram",NA,"5"
3471549,158,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3472472,132,"Travel guides/books about New Zealand",NA,"8"
3462501,111,"Expedia",NA,"7"
3463824,108,"www.tripadvisor.com",NA,"6"
3471549,159,"Facebook",NA,"8"
3471549,159,"Facebook",NA,"4"
3462501,109,"100% Pure New Zealand www.newzealand.com",NA,"7"
3472472,133,"Other publications e.g. magazines","Other publications e.g. magazines","7"
3463824,110,"Online travel blogs",NA,"7"
3462501,111,"Webjet",NA,"7"
3463824,111,"Travel guides/books about New Zealand",NA,"7"
3462501,108,"www.tripadvisor.com",NA,"9"
3471549,157,"www.tripadvisor.com",NA,"9"
3462501,108,"www.tripadvisor.com",NA,"7"
3463824,111,"Travel guides/books about New Zealand",NA,"6"
3472472,128,"Friends, family and colleagues","Friends, family and colleagues","5"
3471549,157,"www.tripadvisor.com",NA,"8"
3462501,107,"Airline websites",NA,"6"
3472472,131,"Webjet",NA,"7"
3463825,110,"Travel guides/books about New Zealand",NA,"8"
3463825,105,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3462549,109,"Travel guides/books about New Zealand",NA,"8"
3463825,108,"www.lonleyplanet.com",NA,"8"
3472474,88,"Airline websites","Airline websites","9"
3463825,108,"www.lonleyplanet.com",NA,"9"
3471549,158,"www.lonleyplanet.com",NA,"Not Sure"
3462549,108,"Google+",NA,"2"
3462549,108,"Google+",NA,"6"
3463825,107,"www.wotif.com",NA,"9"
3462549,106,"Friends, family and colleagues",NA,"Very Useful10"
3462549,106,"Travel agents in your home country via the internet",NA,"Very Useful10"
3463825,107,"www.tripadvisor.com",NA,"9"
3471558,125,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3472490,88,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3462549,107,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3463825,109,"Expedia","Expedia","8"
3463825,109,"Expedia","Expedia","8"
3462567,140,"Travel agents in your home country via the internet",NA,"Very Useful10"
3472506,99,"www.i-SITE.org.nz",NA,"8"
3472506,99,"www.i-SITE.org.nz",NA,"8"
3462576,104,"Pinterest",NA,"Not Sure"
3462576,104,"Pinterest",NA,"9"
3472506,98,"www.wotif.com",NA,"8"
3471567,92,"Google+",NA,"8"
3463825,106,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","8"
3462590,121,"www.lonleyplanet.com",NA,"7"
3462590,120,"Airline websites",NA,"7"
3472521,115,"Airline websites",NA,"9"
3472521,118,"Travel guides/books about New Zealand",NA,"7"
3462590,120,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","7"
3463825,109,"Google+",NA,"8"
3462590,120,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","7"
3472521,118,"Travel guides/books about New Zealand",NA,"Very Useful10"
3472521,117,"www.tripadvisor.com",NA,"6"
3471592,135,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3462599,152,"Airline websites","Airline websites","6"
3462599,152,"Airline websites","Airline websites","8"
3472521,115,"Travel agents in your home country over the phone",NA,"9"
3462599,153,"Travel guides/books about New Zealand",NA,"6"
3472521,117,"100% Pure New Zealand www.newzealand.com",NA,"6"
3462599,152,"Friends, family and colleagues",NA,"8"
3462599,155,"Another source",NA,"Another source"
3463839,154,"www.i-SITE.org.nz",NA,"Very Useful10"
3462599,154,"Other publications e.g. magazines",NA,"8"
3462599,154,"Other publications e.g. magazines",NA,"9"
3463839,152,"Friends, family and colleagues",NA,"9"
3471599,134,"Expedia",NA,"Very Useful10"
3463839,155,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3463839,155,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3472522,104,"Google+",NA,"3"
3462606,96,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3471599,131,"Airline websites","Airline websites","Very Useful10"
3472522,104,"www.tripadvisor.com",NA,"3"
3463839,154,"www.lonleyplanet.com",NA,"Very Useful10"
3472522,103,"Airline websites","Airline websites","7"
3463839,152,"Travel agents in your home country over the phone",NA,"9"
3463839,156,"Travel guides/books about New Zealand",NA,"9"
3462610,91,"Airline websites","Airline websites","8"
3463841,131,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Not Sure"
3463841,131,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Not Sure"
3462633,92,"By visiting an airline outlet","By visiting an airline outlet","8"
3472524,110,"Airline websites",NA,"9"
3471599,132,"www.wotif.com","www.wotif.com","Very Useful10"
3463841,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Not Sure"
3463841,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3463841,129,"Friends, family and colleagues",NA,"Very Useful10"
3472524,112,"Another source",NA,"Another source"
3463841,129,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3472539,131,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3472539,131,"www.tripadvisor.com",NA,"6"
3463841,129,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3472539,130,"Travel agents in your home country over the phone",NA,"8"
3462635,113,"www.lonleyplanet.com",NA,"8"
3471599,133,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3462635,113,"Friends, family and colleagues",NA,"8"
3472540,118,"www.tripadvisor.com",NA,"8"
3472540,120,"Google+",NA,"8"
3472540,118,"Friends, family and colleagues",NA,"8"
3472541,108,"Travel agents in your home country over the phone",NA,"8"
3462649,96,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3471642,170,"www.lonleyplanet.com",NA,"Very Useful10"
3472541,109,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3463842,140,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3472541,109,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3462649,98,"Travel guides/books about New Zealand",NA,"8"
3472541,108,"Airline websites",NA,"8"
3471642,170,"Friends, family and colleagues",NA,"Very Useful10"
3472541,110,"Online travel blogs",NA,"Not Sure"
3462660,114,"Another source","Another source","Another source"
3463842,141,"Travel guides/books about New Zealand",NA,"Very Useful10"
3471642,171,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3471642,171,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3472555,99,"Friends, family and colleagues","Friends, family and colleagues","9"
3462692,137,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3462692,139,"Travel guides/books about New Zealand",NA,"Very Useful10"
3463856,103,"Friends, family and colleagues",NA,"7"
3472557,91,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3462692,139,"Travel guides/books about New Zealand",NA,"8"
3471649,111,"100% Pure New Zealand www.newzealand.com",NA,"5"
3463858,93,"Airline websites","Airline websites","7"
3462692,138,"www.lonleyplanet.com",NA,"Very Useful10"
3472557,93,"Expedia","Expedia","8"
3471649,110,"Travel agents in your home country over the phone",NA,"6"
3472557,90,"Airline websites","Airline websites","Very Useful10"
3463859,103,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3472557,92,"www.wotif.com","www.wotif.com","8"
3463872,91,"Airline websites",NA,"Very Useful10"
3462740,89,"Airline websites","Airline websites","7"
3471651,161,"Travel guides/books about New Zealand",NA,"Very Useful10"
3463872,92,"www.tripadvisor.com",NA,"6"
3463872,92,"www.tripadvisor.com",NA,"8"
3462758,104,"Travel agents in your home country in person","Travel agents in your home country in person","5"
3471651,161,"Online travel blogs",NA,"Very Useful10"
3463872,93,"www.wotif.com","www.wotif.com","9"
3463872,91,"Friends, family and colleagues",NA,"Very Useful10"
3462767,146,"100% Pure New Zealand www.newzealand.com",NA,"9"
3472589,113,"www.wotif.com",NA,"Very Useful10"
3471651,160,"www.tripadvisor.com",NA,"5"
3472589,113,"www.wotif.com",NA,"Very Useful10"
3463872,94,"100% Pure New Zealand www.newzealand.com",NA,"8"
3471651,160,"www.tripadvisor.com",NA,"8"
3462767,149,"Essential New Zealand mobile app",NA,"6"
3463872,94,"Wechat",NA,"8"
3472589,114,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"4"
3472589,112,"www.tripadvisor.com",NA,"Very Useful10"
3472589,116,"Travel guides/books about New Zealand",NA,"Very Useful10"
3471651,159,"Friends, family and colleagues",NA,"7"
3472589,116,"Expedia",NA,"Very Useful10"
3463872,95,"Essential New Zealand mobile app",NA,"7"
3462767,146,"www.tripadvisor.com",NA,"9"
3472589,112,"Friends, family and colleagues",NA,"Very Useful10"
3463872,95,"Essential New Zealand mobile app",NA,"5"
3472589,115,"Webjet",NA,"7"
3472589,115,"Webjet",NA,"Very Useful10"
3462767,148,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3462767,147,"Facebook",NA,"7"
3462767,147,"Facebook",NA,"Very Useful10"
3472621,115,"Instagram",NA,"9"
3472621,115,"Instagram",NA,"9"
3471665,101,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3472621,116,"Travel guides/books about New Zealand",NA,"9"
3463891,117,"Friends, family and colleagues","Friends, family and colleagues","6"
3472621,114,"www.lonleyplanet.com",NA,"8"
3471665,100,"Airline websites","Airline websites","7"
3463891,119,"www.wotif.com","www.wotif.com","7"
3472623,93,"Friends, family and colleagues",NA,"Very Useful10"
3462783,131,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3463891,118,"Airline websites","Airline websites","8"
3462783,132,"Travel guides/books about New Zealand",NA,"Very Useful10"
3462783,130,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3472624,134,"Expedia","Expedia","8"
3471676,119,"Facebook",NA,"9"
3472624,135,"Other publications e.g. magazines",NA,"9"
3463891,120,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3472624,135,"Travel guides/books about New Zealand",NA,"9"
3462799,134,"Other publications e.g. magazines",NA,"4"
3463892,120,"Travel guides/books about New Zealand",NA,"7"
3471676,120,"Websites of individual i-SITE centres",NA,"9"
3472624,132,"www.tripadvisor.com",NA,"7"
3471676,120,"Websites of individual i-SITE centres",NA,"Very Useful10"
3462799,132,"Pinterest",NA,"Not Sure"
3463892,118,"www.tripadvisor.com",NA,"6"
3462799,131,"www.lonleyplanet.com",NA,"7"
3472624,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3463892,119,"Online travel blogs",NA,"Very Useful10"
3463892,119,"Online travel blogs",NA,"Very Useful10"
3471676,119,"100% Pure New Zealand www.newzealand.com",NA,"9"
3472624,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3462799,131,"www.lonleyplanet.com",NA,"8"
3462799,130,"Airline websites",NA,"9"
3472624,132,"Airline websites",NA,"7"
3462799,133,"Online travel blogs",NA,"9"
3462799,133,"Online travel blogs",NA,"7"
3462799,130,"www.tripadvisor.com",NA,"9"
3462801,89,"Google+",NA,"6"
3472625,132,"Online travel blogs",NA,"Not Sure"
3471683,114,"Google+",NA,"9"
3463907,130,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3472625,131,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3471683,113,"Facebook",NA,"7"
3472625,131,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not Sure"
3462808,147,"Another social networking website",NA,"7"
3471683,113,"Facebook",NA,"6"
3463907,128,"www.tripadvisor.com",NA,"Very Useful10"
3472625,129,"www.tripadvisor.com",NA,"8"
3472625,129,"www.tripadvisor.com",NA,"Not Sure"
3462808,146,"Online travel blogs",NA,"7"
3471683,115,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3472625,133,"Travel guides/books about New Zealand",NA,"5"
3462808,146,"Online travel blogs",NA,"7"
3472625,133,"Travel guides/books about New Zealand",NA,"6"
3463907,132,"Travel guides/books about New Zealand",NA,"8"
3463907,132,"Travel guides/books about New Zealand",NA,"8"
3462808,144,"www.lonleyplanet.com","www.lonleyplanet.com","8"
3472625,130,"www.i-SITE.org.nz",NA,"Not Sure"
3462808,144,"www.lonleyplanet.com","www.lonleyplanet.com","9"
3472625,128,"Friends, family and colleagues",NA,"Very Useful10"
3471692,128,"Airline websites",NA,"9"
3463907,128,"www.lonleyplanet.com",NA,"Very Useful10"
3472625,130,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3462815,140,"Wechat","Wechat","Very Useful10"
3471692,128,"Friends, family and colleagues",NA,"9"
3463907,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3463907,129,"100% Pure New Zealand www.newzealand.com",NA,"8"
3462815,139,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3463907,131,"Google+",NA,"8"
3471692,130,"Another source",NA,"9"
3463907,127,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3462824,105,"Friends, family and colleagues",NA,"8"
3472638,102,"Friends, family and colleagues",NA,"9"
3463907,131,"Webjet",NA,"8"
3471692,129,"Pinterest",NA,"6"
3462824,105,"Airline websites","Airline websites","8"
3471692,129,"Pinterest",NA,"8"
3462824,105,"Airline websites","Airline websites","8"
3472638,104,"Webjet",NA,"9"
3472638,104,"Webjet",NA,"9"
3462824,107,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3472638,103,"Google+",NA,"8"
3462824,107,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3463908,116,"Other publications e.g. magazines",NA,"9"
3463908,115,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","9"
3472638,102,"Airline websites","Airline websites","9"
3463908,115,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3462824,106,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3472638,102,"Airline websites","Airline websites","8"
3471706,114,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3462824,106,"www.tripadvisor.com","www.tripadvisor.com","8"
3472641,113,"Airline websites",NA,"7"
3463922,143,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3463922,143,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","Very Useful10"
3462844,137,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3472641,115,"Travel guides/books about New Zealand",NA,"8"
3472641,114,"100% Pure New Zealand www.newzealand.com",NA,"7"
3472641,114,"100% Pure New Zealand www.newzealand.com",NA,"9"
3463922,140,"Airline websites",NA,"Very Useful10"
3463922,141,"By visiting an airline outlet","By visiting an airline outlet","8"
3462849,135,"Friends, family and colleagues",NA,"9"
3472655,93,"Airline websites",NA,"Very Useful10"
3471708,152,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3463922,143,"Online travel blogs",NA,"Very Useful10"
3462849,137,"Websites of individual i-SITE centres",NA,"8"
3472655,93,"By visiting an airline outlet",NA,"Very Useful10"
3463922,142,"100% Pure New Zealand www.newzealand.com",NA,"7"
3463922,142,"100% Pure New Zealand www.newzealand.com",NA,"9"
3471708,151,"Friends, family and colleagues",NA,"Very Useful10"
3463922,140,"Friends, family and colleagues",NA,"Very Useful10"
3472657,118,"By visiting an airline outlet",NA,"Very Useful10"
3471708,151,"Airline websites",NA,"Very Useful10"
3462849,138,"Google+",NA,"8"
3462849,138,"Google+",NA,"7"
3471708,154,"Travel guides/books about New Zealand",NA,"9"
3462849,137,"100% Pure New Zealand www.newzealand.com",NA,"8"
3472657,118,"Airline websites",NA,"Very Useful10"
3471708,153,"Online travel blogs",NA,"9"
3462849,135,"www.tripadvisor.com",NA,"9"
3462849,139,"Online travel blogs",NA,"6"
3471708,153,"Online travel blogs",NA,"7"
3463923,101,"Google+",NA,"9"
3472657,121,"Travel guides/books about New Zealand",NA,"Very Useful10"
3472657,121,"Travel guides/books about New Zealand",NA,"9"
3463923,101,"Google+",NA,"8"
3462849,139,"Travel guides/books about New Zealand",NA,"6"
3472657,120,"www.tripadvisor.com",NA,"9"
3463923,100,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3472657,122,"Another source",NA,"Another source"
3463923,102,"Travel guides/books about New Zealand",NA,"8"
3462858,132,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3471726,121,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3471726,122,"Google+","Google+","Very Useful10"
3462860,97,"None of these","None of these","None of these"
3472672,92,"Friends, family and colleagues",NA,"Very Useful10"
3472672,93,"www.tripadvisor.com",NA,"Very Useful10"
3462874,100,"None of these","None of these","None of these"
3472672,92,"Airline websites","Airline websites","Very Useful10"
3463939,105,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3463939,104,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","Very Useful10"
3472672,92,"Airline websites","Airline websites","Very Useful10"
3462883,92,"Airline websites","Airline websites","8"
3471733,135,"Friends, family and colleagues",NA,"Very Useful10"
3471733,138,"Another source",NA,"Another source"
3471733,136,"100% Pure New Zealand www.newzealand.com",NA,"Not Sure"
3463942,93,"None of these","None of these","None of these"
3471733,135,"Airline websites","Airline websites","Very Useful10"
3471733,135,"Airline websites","Airline websites","Not Sure"
3472705,115,"Travel guides/books about New Zealand",NA,"8"
3472705,114,"www.tripadvisor.com",NA,"9"
3472705,114,"www.tripadvisor.com",NA,"8"
3471733,137,"Travel guides/books about New Zealand",NA,"9"
3462892,123,"Travel guides/books about New Zealand",NA,"Very Useful10"
3471733,137,"Travel guides/books about New Zealand",NA,"8"
3472705,115,"Expedia",NA,"8"
3462892,122,"www.lonleyplanet.com",NA,"Very Useful10"
3462892,124,"Other publications e.g. magazines",NA,"Very Useful10"
3462892,124,"Other publications e.g. magazines",NA,"Very Useful10"
3462892,122,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","Very Useful10"
3472706,115,"Expedia",NA,"8"
3462892,122,"Websites of individual i-SITE centres","Websites of individual i-SITE centres","Very Useful10"
3471735,106,"Travel guides/books about New Zealand",NA,"9"
3463957,127,"www.lonleyplanet.com",NA,"7"
3472706,115,"Google+",NA,"8"
3463957,127,"www.lonleyplanet.com",NA,"8"
3471735,105,"Airline websites","Airline websites","5"
3472706,113,"100% Pure New Zealand www.newzealand.com",NA,"8"
3472706,113,"100% Pure New Zealand www.newzealand.com",NA,"8"
3471735,104,"Friends, family and colleagues","Friends, family and colleagues","7"
3462894,98,"Friends, family and colleagues","Friends, family and colleagues","9"
3463957,128,"Facebook",NA,"8"
3472706,112,"www.tripadvisor.com",NA,"8"
3472706,112,"www.lonleyplanet.com",NA,"8"
3463957,126,"www.tripadvisor.com",NA,"9"
3472706,114,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3463957,128,"100% Pure New Zealand www.newzealand.com",NA,"8"
3471742,116,"Friends, family and colleagues","Friends, family and colleagues","7"
3463957,126,"Friends, family and colleagues",NA,"9"
3472722,90,"None of these","None of these","None of these"
3471742,118,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3471742,118,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Not Sure"
3471742,117,"www.lonleyplanet.com",NA,"7"
3472723,106,"100% Pure New Zealand www.newzealand.com",NA,"9"
3472723,106,"www.lonleyplanet.com",NA,"9"
3471749,102,"Travel guides/books about New Zealand",NA,"9"
3462919,118,"Friends, family and colleagues",NA,"9"
3472723,107,"An i-SITE consultant or staff member by email or phone",NA,"9"
3472723,107,"An i-SITE consultant or staff member by email or phone",NA,"Very Useful10"
3471749,101,"Another social networking website",NA,"6"
3471749,101,"Another social networking website",NA,"9"
3462919,120,"Google+",NA,"9"
3471749,100,"Friends, family and colleagues",NA,"Very Useful10"
3462919,119,"100% Pure New Zealand www.newzealand.com",NA,"9"
3463973,107,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3462919,119,"100% Pure New Zealand www.newzealand.com",NA,"9"
3462919,121,"Essential New Zealand mobile app","Essential New Zealand mobile app","9"
3472755,90,"www.tripadvisor.com",NA,"2"
3462919,118,"www.lonleyplanet.com",NA,"9"
3472755,92,"Travel guides/books about New Zealand",NA,"9"
3471751,115,"Expedia","Expedia","Very Useful10"
3472755,92,"Travel guides/books about New Zealand",NA,"9"
3472755,91,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","7"
3471751,112,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3472755,89,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3462919,123,"Travel guides/books about New Zealand",NA,"9"
3472755,93,"Other publications e.g. magazines",NA,"8"
3462919,120,"An i-SITE consultant or staff member by email or phone",NA,"9"
3471751,113,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","Very Useful10"
3463989,104,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3471751,114,"Instagram","Instagram","Very Useful10"
3463989,104,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3472772,103,"Google+","Google+","8"
3472772,103,"Google+","Google+","8"
3463989,103,"Airline websites","Airline websites","Very Useful10"
3472772,102,"Airline websites","Airline websites","8"
3462935,110,"100% Pure New Zealand www.newzealand.com",NA,"9"
3471760,120,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3462935,110,"100% Pure New Zealand www.newzealand.com",NA,"8"
3472772,103,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3462935,111,"Google+",NA,"9"
3471760,121,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"5"
3463989,104,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3471760,121,"www.lonleyplanet.com",NA,"5"
3462942,133,"Friends, family and colleagues",NA,"7"
3463989,105,"Google+",NA,"Very Useful10"
3472788,117,"By phoning airlines",NA,"9"
3462942,136,"Websites of individual i-SITE centres",NA,"8"
3462942,136,"Websites of individual i-SITE centres",NA,"7"
3472788,116,"Airline websites","Airline websites","8"
3462942,133,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3471774,141,"Friends, family and colleagues","Friends, family and colleagues","8"
3462942,133,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3471776,132,"Friends, family and colleagues","Friends, family and colleagues","9"
3462942,135,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","6"
3462942,137,"Pinterest",NA,"6"
3472789,123,"Airline websites","Airline websites","8"
3462942,137,"Instagram",NA,"6"
3471783,123,"Friends, family and colleagues",NA,"7"
