"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3185244,106,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3185244,107,"Travel guides/books about New Zealand",NA,"Very Useful10"
3184770,113,"An i-SITE consultant or staff member by email or phone",NA,"Very Useful10"
3185244,107,"Another source",NA,"Very Useful10"
3184836,116,"www.lonleyplanet.com",NA,"5"
3184836,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3184836,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3184772,117,"www.newzealand.com",NA,"8"
3184836,116,"Weibu",NA,"5"
3184772,116,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3184772,116,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3185245,128,"Travel guides/books about New Zealand",NA,"6"
3185245,128,"Travel guides/books about New Zealand",NA,"4"
3184836,115,"Friends, family and colleagues",NA,"7"
3184772,116,"Friends, family and colleagues",NA,"7"
3185245,126,"www.tripadvisor.com",NA,"9"
3185245,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3185245,127,"Online travel blogs",NA,"Very Useful10"
3184788,108,"Friends, family and colleagues",NA,"Very Useful10"
3184788,109,"Travel agents in your home country in person",NA,"8"
3184849,125,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3184849,124,"Airline websites",NA,"5"
3185260,130,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3184790,125,"www.i-SITE.org.nz",NA,"7"
3184790,125,"www.wotif.com",NA,"7"
3185260,129,"Friends, family and colleagues",NA,"8"
3184849,126,"Travel guides/books about New Zealand",NA,"8"
3184790,124,"www.tripadvisor.com",NA,"8"
3185277,118,"Another source",NA,"Very Useful10"
3184795,127,"www.wotif.com",NA,"8"
3184850,104,"www.lonleyplanet.com",NA,"5"
3184795,127,"Airline websites",NA,"8"
3185277,118,"Another source",NA,"Another source"
3184850,105,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3184850,105,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3185277,117,"www.wotif.com",NA,"Very Useful10"
3185277,116,"Airline websites",NA,"8"
3185277,116,"Travel agents in your home country over the phone",NA,"8"
3184806,133,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3184850,103,"Friends, family and colleagues",NA,"7"
3184806,132,"www.lonleyplanet.com",NA,"7"
3184806,132,"Friends, family and colleagues",NA,"7"
3184850,104,"Websites of individual i-SITE centres",NA,"5"
3185292,114,"Airline websites","Airline websites","9"
3185292,114,"Airline websites","Airline websites","8"
3184813,119,"Travel agents in your home country in person",NA,"3"
3184813,118,"Travel agents in your home country over the phone",NA,"7"
3185292,116,"www.wotif.com",NA,"9"
3185292,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3185292,114,"Friends, family and colleagues",NA,"9"
3184852,141,"Other publications e.g. magazines",NA,""
3184852,139,"Friends, family and colleagues",NA,"Very Useful10"
3184815,93,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3185309,95,"Friends, family and colleagues",NA,"Very Useful10"
3184852,140,"www.lonleyplanet.com",NA,"5"
3184852,140,"www.lonleyplanet.com",NA,"7"
3184815,93,"www.newzealand.com",NA,"6"
3185309,96,"Other publications e.g. magazines",NA,"8"
3185309,96,"Other publications e.g. magazines",NA,"Very Useful10"
3184852,139,"Airline websites",NA,"Very Useful10"
3184815,92,"Friends, family and colleagues",NA,"7"
3185309,95,"www.newzealand.com",NA,"Very Useful10"
3184820,99,"Online travel blogs",NA,"9"
3185310,114,"www.newzealand.com",NA,"8"
3184853,124,"www.newzealand.com","www.newzealand.com","6"
3185310,114,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3184853,125,"Other publications e.g. magazines",NA,"8"
3185310,113,"www.tripadvisor.com",NA,"8"
3184820,99,"www.tripadvisor.com",NA,"9"
3184853,125,"Websites of individual i-SITE centres",NA,"8"
3185312,106,"www.lonleyplanet.com",NA,"7"
3184822,127,"Airline websites",NA,"Very Useful10"
3184822,126,"Friends, family and colleagues",NA,"Very Useful10"
3184866,107,"Travel guides/books about New Zealand",NA,"7"
3185312,107,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3185312,107,"Online travel blogs",NA,"8"
3184831,114,"Friends, family and colleagues",NA,"7"
3184868,125,"Airline websites","Airline websites","8"
3185327,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3184831,115,"Airline websites",NA,"5"
3184868,126,"www.tripadvisor.com",NA,"7"
3184831,115,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"5"
3184868,126,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","7"
3184868,126,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3185328,105,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3185328,105,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3185328,104,"www.newzealand.com",NA,"5"
3185328,104,"www.tripadvisor.com",NA,"5"
3184840,123,"Airline websites","Airline websites","7"
3184840,123,"Airline websites","Airline websites","Not Sure"
3185328,103,"Friends, family and colleagues",NA,"9"
3184883,96,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3184840,123,"Friends, family and colleagues",NA,"7"
3184883,96,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","8"
3185329,121,"Friends, family and colleagues",NA,"Very Useful10"
3185329,121,"www.tripadvisor.com",NA,"Very Useful10"
3184883,95,"By visiting an airline outlet",NA,"3"
3184883,96,"www.tripadvisor.com",NA,"Very Useful10"
3184847,122,"Friends, family and colleagues",NA,"8"
3185342,123,"www.tripadvisor.com",NA,"5"
3184847,123,"Travel agents in your home country in person",NA,"Very Useful10"
3185342,124,"www.lonleyplanet.com",NA,"8"
3185342,124,"www.lonleyplanet.com",NA,"9"
3184884,96,"None of these",NA,"None of these"
3185342,123,"Travel agents in your home country over the phone",NA,"5"
3185342,122,"Airline websites","Airline websites","8"
3184863,131,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3184885,126,"Other publications e.g. magazines",NA,"Not Sure"
3185343,120,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3184863,131,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3185343,119,"www.tripadvisor.com",NA,"Very Useful10"
3185346,117,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3184885,125,"www.tripadvisor.com",NA,"Very Useful10"
3185346,118,"Another source",NA,"Another source"
3184863,132,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3184863,133,"Online travel blogs",NA,"7"
3184901,113,"www.newzealand.com",NA,"5"
3184863,133,"Online travel blogs",NA,"Very Useful10"
3185362,114,"Airline websites","Airline websites","6"
3184863,131,"Travel agents in your home country over the phone",NA,"7"
3185362,115,"www.tripadvisor.com",NA,"8"
3185362,115,"www.lonleyplanet.com",NA,"8"
3184916,125,"Facebook",NA,"8"
3184916,125,"Facebook",NA,"7"
3185377,105,"Travel guides/books about New Zealand",NA,"8"
3184916,126,"Another social networking website",NA,"Very Useful10"
3184865,121,"www.tripadvisor.com",NA,"8"
3185377,103,"www.tripadvisor.com",NA,"7"
3184916,126,"Travel guides/books about New Zealand",NA,"Very Useful10"
3185377,104,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"6"
3184916,123,"Travel agents in your home country over the phone",NA,"7"
3185377,104,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3184865,123,"Travel guides/books about New Zealand",NA,"9"
3184916,124,"Travel agents in your home country via the internet",NA,"2"
3184865,122,"www.newzealand.com",NA,"Very Useful10"
3185377,103,"Friends, family and colleagues",NA,"7"
3184865,122,"www.newzealand.com",NA,"Very Useful10"
3184916,124,"Travel agents in your home country in person",NA,"2"
3184865,120,"Airline websites","Airline websites","Very Useful10"
3184865,120,"Airline websites","Airline websites","8"
3184865,120,"Friends, family and colleagues",NA,"Very Useful10"
3185378,107,"Airline websites","Airline websites","7"
3185378,108,"www.tripadvisor.com",NA,"7"
3184918,107,"Friends, family and colleagues",NA,"8"
3184918,108,"www.lonleyplanet.com",NA,"7"
3184890,113,"Friends, family and colleagues",NA,"Very Useful10"
3184918,109,"www.newzealand.com",NA,"8"
3185379,94,"Airline websites","Airline websites","7"
3184890,114,"Facebook",NA,"6"
3185379,95,"Facebook",NA,"Very Useful10"
3184890,114,"Travel guides/books about New Zealand",NA,"6"
3184919,136,"www.wotif.com",NA,"6"
3185379,95,"Another source",NA,"Very Useful10"
3184919,137,"Online travel blogs",NA,"8"
3184919,137,"Online travel blogs",NA,"8"
3185394,113,"Friends, family and colleagues",NA,"Very Useful10"
3184919,134,"Airline websites","Airline websites","8"
3184919,134,"Airline websites","Airline websites","Very Useful10"
3184919,136,"www.tripadvisor.com",NA,"6"
3184895,115,"Travel guides/books about New Zealand",NA,"8"
3184895,114,"www.newzealand.com",NA,"Very Useful10"
3184919,134,"Friends, family and colleagues",NA,"8"
3185395,126,"Friends, family and colleagues",NA,"Very Useful10"
3184895,113,"Friends, family and colleagues",NA,"9"
3185395,127,"Travel agents in your home country in person",NA,"8"
3185395,128,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3185395,128,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3185395,126,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","Very Useful10"
3184913,112,"Friends, family and colleagues",NA,"7"
3184933,102,"Friends, family and colleagues",NA,"9"
3185395,126,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3184913,112,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3184913,112,"Travel agents in your home country in person","Travel agents in your home country in person","7"
3184913,113,"www.tripadvisor.com","www.tripadvisor.com","8"
3184933,102,"Travel agents in your home country in person",NA,"9"
3184913,113,"www.tripadvisor.com","www.tripadvisor.com","7"
3184933,104,"Other publications e.g. magazines",NA,"9"
3185396,129,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3184933,103,"www.tripadvisor.com",NA,"6"
3184933,103,"www.tripadvisor.com",NA,"7"
3184920,112,"www.newzealand.com",NA,"8"
3185396,128,"By visiting an airline outlet",NA,"3"
3184933,104,"Another social networking website",NA,"9"
3184920,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3184934,113,"Another social networking website",NA,"Very Useful10"
3185409,140,"Online travel blogs",NA,"8"
3184934,112,"www.lonleyplanet.com",NA,"Very Useful10"
3184924,116,"Online travel blogs",NA,"Not Sure"
3185409,138,"www.newzealand.com",NA,"7"
3185409,138,"www.newzealand.com",NA,"8"
3184924,115,"www.tripadvisor.com",NA,"Very Useful10"
3185409,137,"www.tripadvisor.com","www.tripadvisor.com",""
3184924,115,"www.tripadvisor.com",NA,"Very Useful10"
3185409,139,"www.i-SITE.org.nz",NA,"Not Sure"
3184924,114,"Travel agents in your home country over the phone",NA,""
3184924,117,"Travel guides/books about New Zealand",NA,"Very Useful10"
3184924,117,"Another source",NA,"Very Useful10"
3184936,123,"Online travel blogs","Online travel blogs","Very Useful10"
3184936,123,"Online travel blogs","Online travel blogs","5"
3184936,122,"Websites of individual i-SITE centres",NA,""
3184938,105,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3185410,105,"Travel agents in your home country in person","Travel agents in your home country in person","8"
