"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3187912,86,"Commercial transport","The transport was delayed"
3187894,109,"Maori activities experienced","Good quality/standard"
3191169,96,"Maori activities experienced","Learnt about a new culture"
3191107,126,"Food & beverage outlets","Too expensive"
3191169,95,"Food & beverage outlets","Alcohol too expensive"
3187902,112,"Activities experienced","Too expensive"
3191169,101,"Customer service","Staff seemed rushed"
3187912,88,"Maori activities experienced","Informative"
3191169,98,"Maori activities experienced","Good quality/standard"
3187912,89,"Maori activities experienced","Entertaining"
3191169,97,"Maori activities experienced","Entertaining"
3191169,100,"Maori activities experienced","Well organised"
3187902,114,"NZ environment","Weather"
3187910,103,"Maori activities experienced","Informative"
3191173,92,"Food & beverage outlets","Too expensive"
3191173,91,"Accommodation","Poor value for money"
3187910,104,"Maori activities experienced","Entertaining"
3187898,90,"Commercial transport","Inconvenient public transportation"
3191107,127,"Maori activities experienced","Not sure"
3187894,110,"Maori activities experienced","Well organised"
3191169,102,"Customer service","Slow"
3191173,90,"Accommodation","No free internet"
3187910,102,"Maori activities experienced","Learnt about a new culture"
3187910,105,"Maori activities experienced","Well organised"
3191173,93,"Food & beverage outlets","Alcohol too expensive"
3187951,115,"Customer service","Staff didn't care"
3187951,116,"Customer service","Slow"
3187951,117,"Customer service","Another reason"
3187951,114,"Food & beverage outlets","Not as good as you get overseas"
3188023,107,"Maori activities experienced","Good quality/standard"
3187975,126,"i-Sites","Another reason"
3188023,104,"Maori activities experienced","Learnt about a new culture"
3187912,87,"Maori activities experienced","Learnt about a new culture"
3187912,90,"Maori activities experienced","Good quality/standard"
3191169,99,"Maori activities experienced","Good staff"
3187975,125,"Commercial transport","Inconvenient public transportation"
3187939,125,"Maori activities experienced","No reason"
3187951,113,"Food & beverage outlets","Poor service"
3188023,106,"Maori activities experienced","Entertaining"
3188023,105,"Maori activities experienced","Informative"
3188023,108,"Maori activities experienced","Good staff"
3187925,107,"Commercial transport","Expensive"
3187977,107,"Commercial transport","Expensive"
3187925,108,"Customer service","Staff didn't care"
3188039,89,"Accommodation","Poor/old facilities"
3188047,142,"i-Sites","Shut too early/short opening hours"
3187912,91,"Maori activities experienced","Well organised"
3187981,81,"Commercial transport","Another reason"
3187969,90,"Customer service","Another reason"
3188063,118,"Activities experienced","Did not live up to expectations"
3188039,91,"Accommodation","Poor value for money"
3188047,141,"Food & beverage outlets","Too expensive"
3188063,119,"i-Sites","Not sure"
3187969,89,"Accommodation","No free internet"
3188075,104,"Maori activities experienced","Learnt about a new culture"
3187977,104,"Accommodation","No free internet"
3187969,88,"Accommodation","Too expensive"
3187977,103,"Accommodation","Too expensive"
3187977,106,"Accommodation","Noisy"
3188075,103,"Food & beverage outlets","Poor food quality"
3188075,106,"Maori activities experienced","Did not live up to expectations"
3188091,110,"Maori activities experienced","Entertaining"
3188091,113,"Maori activities experienced","Well organised"
3187997,116,"Food & beverage outlets","Limited choices"
3188023,109,"Maori activities experienced","Well organised"
3188039,90,"Accommodation","No free internet"
3187977,108,"Commercial transport","Poor customer service"
3187977,105,"Accommodation","Poor value for money"
3188075,102,"Food & beverage outlets","Too expensive"
3187981,82,"Maori activities experienced","Entertaining"
3188091,109,"Maori activities experienced","Informative"
3188091,112,"Maori activities experienced","Good staff"
3188099,101,"Commercial transport","No reason"
3188095,116,"Maori activities experienced","Learnt about a new culture"
3187997,119,"Maori activities experienced","Informative"
3188075,105,"Maori activities experienced","Entertaining"
3188091,108,"Maori activities experienced","Learnt about a new culture"
3188091,111,"Maori activities experienced","Good quality/standard"
3188119,96,"Customer service","Not sure"
3188099,100,"Food & beverage outlets","No reason"
3188107,92,"Food & beverage outlets","Limited choices"
3188001,109,"Activities experienced","Not very exciting/boring"
3188123,86,"Commercial transport","No reason"
3188119,95,"Activities experienced","Not sure"
3188107,93,"Food & beverage outlets","Not as good as you get overseas"
3187997,117,"Food & beverage outlets","Not as good as you get overseas"
3188001,107,"Accommodation","Another reason"
3188013,108,"Maori activities experienced","Good quality/standard"
3188143,89,"Activities experienced","Have to cancel the activity due to weather/road  c"
3188123,85,"Food & beverage outlets","Limited choices"
3188013,106,"Maori activities experienced","Learnt about a new culture"
3188135,118,"Activities experienced","Have to cancel the activity due to weather/road  c"
3188155,95,"Activities experienced","Too expensive"
3187997,120,"Maori activities experienced","Well organised"
3188001,106,"Accommodation","No free internet"
3188013,107,"Maori activities experienced","Entertaining"
3188135,116,"Accommodation","No air-conditioning/heating inadequate"
3188155,96,"Activities experienced","Have to cancel the activity due to weather/road  c"
3188095,115,"Accommodation","No reason"
3188107,94,"Maori activities experienced","Learnt about a new culture"
3187997,118,"Maori activities experienced","Learnt about a new culture"
3188001,108,"Activities experienced","Too expensive"
3188013,109,"Maori activities experienced","Another indifferent or poor aspect"
3188061,78,"Activities experienced","Not very exciting/boring"
3188017,135,"Maori activities experienced","Learnt about a new culture"
3188017,138,"Maori activities experienced","Did not live up to expectations"
3188025,111,"Maori activities experienced","Not sure"
3188017,136,"Maori activities experienced","Informative"
3188017,139,"Maori activities experienced","Well organised"
3187997,121,"Maori activities experienced","Another reason"
3188143,90,"Activities experienced","Not very exciting/boring"
3188135,117,"Accommodation","Another reason"
3188017,137,"Maori activities experienced","Good staff"
3188143,91,"i-Sites","No reason"
3188045,110,"Food & beverage outlets","Not as good as you get overseas"
3188161,126,"Maori activities experienced","Not very exciting/boring"
3188025,112,"i-Sites","Shut too early/short opening hours"
3188045,111,"Food & beverage outlets","Poor food quality"
3188161,124,"Food & beverage outlets","Limited choices"
3188061,79,"NZ environment","Dull cities"
3188061,77,"Activities experienced","Too expensive"
3188045,109,"Food & beverage outlets","Too expensive"
3188161,125,"Maori activities experienced","Learnt about a new culture"
3188089,91,"Maori activities experienced","Well organised"
3188109,119,"Maori activities experienced","Informative"
3188109,120,"Maori activities experienced","Entertaining"
3188089,90,"Maori activities experienced","Entertaining"
3188109,118,"Maori activities experienced","Learnt about a new culture"
3191173,95,"Maori activities experienced","Informative"
3191177,97,"Sense of safety","No reason"
3188089,89,"Maori activities experienced","Informative"
3191173,94,"Maori activities experienced","Learnt about a new culture"
3188109,121,"Maori activities experienced","Good quality/standard"
3188109,122,"Maori activities experienced","Good staff"
3191177,95,"Maori activities experienced","Good quality/standard"
3191173,96,"Maori activities experienced","Entertaining"
3188109,123,"Maori activities experienced","Well organised"
3191177,92,"Food & beverage outlets","Poor food quality"
3188129,87,"Activities experienced","Hard to find/need better signage"
3188173,78,"Accommodation","Poor value for money"
3188125,106,"NZ environment","Urban sprawl"
3191185,93,"Maori activities experienced","Learnt about a new culture"
3191185,91,"Accommodation","No reason"
3188125,107,"NZ environment","Dull cities"
3191185,94,"Maori activities experienced","Entertaining"
3191193,105,"Customer service","No reason"
3191177,91,"Food & beverage outlets","Too expensive"
3191177,94,"Maori activities experienced","Informative"
3188117,81,"Food & beverage outlets","Another reason"
3191185,92,"Commercial transport","No reason"
3188193,118,"Activities experienced","Another reason"
3191177,93,"Maori activities experienced","Learnt about a new culture"
3191177,96,"Maori activities experienced","Good staff"
3188193,117,"Activities experienced","Have to cancel the activity due to weather/road  c"
3188125,105,"Accommodation","No reason"
3188125,108,"NZ environment","More effort to preserve natural environment requir"
3191185,95,"Maori activities experienced","Good quality/standard"
3191193,103,"Maori activities experienced","Informative"
3191193,104,"Maori activities experienced","Entertaining"
3188209,89,"Maori activities experienced","Did not live up to expectations"
3188233,146,"Maori activities experienced","Learnt about a new culture"
3191193,101,"Accommodation","Too expensive"
3188193,119,"NZ environment","No reason"
3188233,147,"Maori activities experienced","Informative"
3191197,94,"Maori activities experienced","Entertaining"
3188245,106,"i-Sites","Not sure"
3191197,97,"NZ environment","No reason"
3188179,112,"Maori activities experienced","Informative"
3188179,115,"Maori activities experienced","Well organised"
3191193,102,"Accommodation","Poor standard of cleanliness/dirty"
3188209,88,"Maori activities experienced","Learnt about a new culture"
3188145,87,"Food & beverage outlets","Poor food quality"
3191197,95,"Maori activities experienced","Good staff"
3188179,110,"Food & beverage outlets","Too expensive"
3188179,113,"Maori activities experienced","Entertaining"
3188153,77,"Commercial transport","Expensive"
3191197,96,"Maori activities experienced","Well organised"
3188179,114,"Maori activities experienced","Good staff"
3188153,78,"Commercial transport","Inconvenient public transportation"
3188245,105,"Accommodation","No reason"
3188179,111,"Maori activities experienced","Learnt about a new culture"
3188195,83,"Food & beverage outlets","Too expensive"
3188231,147,"Food & beverage outlets","Another reason"
3188195,84,"Commercial transport","Expensive"
3188227,97,"Commercial transport","The transport was delayed"
3188231,148,"Commercial transport","No reason"
3188183,99,"Food & beverage outlets","Supermarkets lack of variety"
3188203,105,"Maori activities experienced","Good quality/standard"
3188247,103,"Food & beverage outlets","Too expensive"
3188195,85,"Commercial transport","Inconvenient public transportation"
3188203,106,"Maori activities experienced","Did not live up to expectations"
3188227,98,"Maori activities experienced","Learnt about a new culture"
3188183,98,"Accommodation","No free internet"
3188231,146,"Food & beverage outlets","Not as good as you get overseas"
3188283,88,"Commercial transport","No reason"
3188255,101,"Commercial transport","Another reason"
3188247,105,"i-Sites","Another reason"
3188255,104,"Maori activities experienced","Not very exciting/boring"
3188255,105,"Maori activities experienced","Well organised"
3188291,107,"Activities experienced","Too expensive"
3188319,83,"Customer service","No reason"
3188247,104,"Food & beverage outlets","Limited choices"
3188255,102,"Maori activities experienced","Learnt about a new culture"
3188287,106,"Accommodation","Poor/old facilities"
3188255,103,"Maori activities experienced","Good staff"
3188287,107,"Accommodation","No free internet"
3188291,103,"Accommodation","Too expensive"
3188319,82,"Accommodation","Poor standard of cleanliness/dirty"
3188323,104,"Maori activities experienced","Informative"
3188287,108,"i-Sites","Shut too early/short opening hours"
3188291,104,"Accommodation","No free internet"
3188291,102,"Accommodation","Poor/old facilities"
3188291,105,"Accommodation","Generally poor standard"
3188323,105,"Maori activities experienced","Entertaining"
3188291,106,"Accommodation","Poor value for money"
3188323,103,"Maori activities experienced","Learnt about a new culture"
3188355,133,"Commercial transport","Expensive"
3188331,99,"Food & beverage outlets","Too expensive"
3188355,134,"Commercial transport","Rental car/company did not meet expectations"
3188331,100,"Food & beverage outlets","Alcohol too expensive"
3188363,90,"Accommodation","Poor standard of cleanliness/dirty"
3188375,123,"Food & beverage outlets","Not as good as you get overseas"
3188363,91,"Commercial transport","The transport was delayed"
3188347,78,"NZ environment","No reason"
3188355,131,"Food & beverage outlets","Too expensive"
3188331,98,"Accommodation","No free internet"
3188355,132,"Food & beverage outlets","Not as good as you get overseas"
3188375,122,"Food & beverage outlets","Too expensive"
3188453,88,"Activities experienced","No reason"
3188375,126,"Maori activities experienced","Not very informative"
3188429,80,"NZ environment","Urban sprawl"
3188403,83,"NZ environment","Dull cities"
3188429,81,"NZ environment","Dull cities"
3188485,96,"Activities experienced","Another reason"
3188375,124,"Food & beverage outlets","Poor food quality"
3188429,82,"NZ environment","Another reason"
3188375,125,"Maori activities experienced","Not very exciting/boring"
3188469,108,"Maori activities experienced","Not very informative"
3188485,95,"Food & beverage outlets","Alcohol too expensive"
3188485,98,"Maori activities experienced","Entertaining"
3188453,89,"i-Sites","Lack of staff"
3188485,99,"Maori activities experienced","Good quality/standard"
3188453,90,"i-Sites","Too busy/long queues"
3188461,82,"Food & beverage outlets","Not as good as you get overseas"
3188461,83,"Food & beverage outlets","Poor food quality"
3188469,107,"Maori activities experienced","Learnt about a new culture"
3188485,94,"Food & beverage outlets","Too expensive"
3188485,97,"Maori activities experienced","Learnt about a new culture"
3188489,94,"Maori activities experienced","Good staff"
3188497,99,"Maori activities experienced","Learnt about a new culture"
3188489,92,"Food & beverage outlets","No reason"
3188489,95,"Maori activities experienced","Well organised"
3188497,97,"Accommodation","No free internet"
3188497,100,"Maori activities experienced","Entertaining"
3188485,100,"Maori activities experienced","Good staff"
3188501,97,"Customer service","Another reason"
3188489,93,"Maori activities experienced","Entertaining"
3188497,98,"Accommodation","Poor value for money"
3188501,95,"Maori activities experienced","Entertaining"
3188505,91,"Accommodation","No reason"
3188505,94,"Maori activities experienced","Entertaining"
3188501,93,"Maori activities experienced","Learnt about a new culture"
3188501,96,"Maori activities experienced","Good quality/standard"
3188505,92,"Maori activities experienced","Learnt about a new culture"
3188497,101,"Maori activities experienced","Good staff"
3188505,93,"Maori activities experienced","Informative"
3188501,94,"Maori activities experienced","Informative"
3188517,92,"Commercial transport","Inconvenient public transportation"
3188505,95,"Maori activities experienced","Good quality/standard"
3188505,98,"Maori activities experienced","Well organised"
3188517,93,"Maori activities experienced","Entertaining"
3188545,91,"Customer service","Staff not knowledgeable"
3188505,96,"Maori activities experienced","Good staff"
3188505,99,"NZ environment","Weather"
3188517,94,"Maori activities experienced","Did not live up to expectations"
3188505,97,"Maori activities experienced","Poor quality/standard"
3188505,100,"NZ environment","Another reason"
3188545,90,"Customer service","Staff not friendly"
3188517,95,"i-Sites","No reason"
3188529,93,"Maori activities experienced","Entertaining"
3188545,93,"NZ environment","Dull cities"
3188529,94,"Maori activities experienced","Good staff"
3188553,93,"Commercial transport","Inconvenient public transportation"
3188545,88,"Maori activities experienced","Learnt about a new culture"
3188529,92,"Maori activities experienced","Learnt about a new culture"
3188545,89,"Maori activities experienced","Good staff"
3188545,92,"NZ environment","Litter"
3188553,94,"Maori activities experienced","Good quality/standard"
3188561,99,"Sense of safety","Another reason"
3188565,108,"Sense of safety","Felt unsafe"
3188577,83,"Activities experienced","Another reason"
3188561,94,"Food & beverage outlets","Too expensive"
3188561,97,"Maori activities experienced","Entertaining"
3188577,81,"Food & beverage outlets","Too expensive"
3188561,96,"Maori activities experienced","Learnt about a new culture"
3188561,95,"Food & beverage outlets","Poor food quality"
3188561,98,"Maori activities experienced","Did not live up to expectations"
3188565,107,"Maori activities experienced","No reason"
3188577,82,"Food & beverage outlets","Poor food quality"
3188553,95,"i-Sites","Poor customer service"
3188577,84,"Maori activities experienced","No reason"
3188585,121,"Food & beverage outlets","Alcohol too expensive"
3188585,124,"Maori activities experienced","Good quality/standard"
3188585,125,"Maori activities experienced","Good staff"
3188585,120,"Food & beverage outlets","Too expensive"
3188585,123,"Maori activities experienced","Entertaining"
3188585,126,"Maori activities experienced","Well organised"
3188597,111,"Sense of safety","No safety barriers"
3188633,88,"Customer service","No reason"
3188577,85,"NZ environment","No reason"
3188585,122,"Maori activities experienced","Learnt about a new culture"
3188597,107,"Commercial transport","No reason"
3188585,127,"NZ environment","More effort to preserve natural environment requir"
3188593,104,"Maori activities experienced","Well organised"
3188597,106,"Food & beverage outlets","Supermarkets lack of variety"
3188593,102,"Maori activities experienced","Learnt about a new culture"
3188597,105,"Food & beverage outlets","Poor food quality"
3188597,108,"Maori activities experienced","Informative"
3188597,104,"Food & beverage outlets","Poor service"
3188597,110,"Maori activities experienced","Another indifferent or poor aspect"
3188657,89,"Activities experienced","Too expensive"
3188673,80,"Customer service","No reason"
3188593,103,"Maori activities experienced","Good quality/standard"
3188597,109,"Maori activities experienced","Good quality/standard"
3188645,100,"Commercial transport","The transport was delayed"
3188719,118,"Maori activities experienced","Learnt about a new culture"
3188767,135,"Customer service","Staff didn't care"
3188645,99,"Food & beverage outlets","Limited choices"
3188653,81,"i-Sites","No reason"
3188657,90,"i-Sites","Too busy/long queues"
3188759,83,"Commercial transport","The transport was delayed"
3188645,98,"Food & beverage outlets","Too expensive"
3188719,119,"Maori activities experienced","Informative"
3188727,137,"Maori activities experienced","Learnt about a new culture"
3188633,89,"i-Sites","No reason"
3188653,82,"NZ environment","No reason"
3188747,84,"Commercial transport","Another reason"
3188727,139,"Maori activities experienced","Well organised"
3188735,102,"Accommodation","No free internet"
3188811,120,"Activities experienced","Too expensive"
3188811,123,"Customer service","Staff didn't care"
3188867,119,"Customer service","Another reason"
3188727,138,"Maori activities experienced","Good staff"
3188727,141,"Maori activities experienced","Another indifferent or poor aspect"
3188735,101,"Accommodation","Poor customer service"
3188747,82,"Accommodation","No free internet"
3188727,140,"Maori activities experienced","Another reason"
3188811,121,"Activities experienced","Poor service"
3188811,124,"Customer service","Staff not knowledgeable"
3188807,80,"Commercial transport","Rental car/company did not meet expectations"
3188747,83,"Accommodation","Another reason"
3188831,113,"Maori activities experienced","Informative"
3188831,116,"Maori activities experienced","Well organised"
3188891,112,"Activities experienced","Too expensive"
3188919,145,"Customer service","Staff seemed rushed"
3188887,100,"Commercial transport","Rental car/company did not meet expectations"
3188767,136,"i-Sites","Poor customer service"
3188771,123,"Food & beverage outlets","Alcohol too expensive"
3188831,114,"Maori activities experienced","Entertaining"
3188811,122,"Activities experienced","Did not live up to expectations"
3188815,86,"Activities experienced","Too expensive"
3188875,94,"Commercial transport","Another reason"
3188875,95,"i-Sites","Only had local information"
3188887,99,"Food & beverage outlets","Another reason"
3188891,114,"NZ environment","Weather"
3188919,144,"Food & beverage outlets","Limited choices"
3188992,103,"Customer service","Staff didn't care"
3188855,106,"i-Sites","No reason"
3188951,116,"Maori activities experienced","Learnt about a new culture"
3188992,102,"Customer service","Staff not friendly"
3188939,116,"Accommodation","Too expensive"
3188951,117,"Maori activities experienced","Did not live up to expectations"
3188767,137,"i-Sites","Shut too early/short opening hours"
3188831,112,"Maori activities experienced","Learnt about a new culture"
3188831,115,"Maori activities experienced","Good staff"
3188867,118,"Accommodation","Too expensive"
3189008,103,"Commercial transport","Another reason"
3188955,107,"Maori activities experienced","Good quality/standard"
3188972,115,"i-Sites","Lack of knowledge on free attractions"
3188972,113,"Food & beverage outlets","Limited choices"
3189044,101,"Customer service","Slow"
3188976,96,"Maori activities experienced","Learnt about a new culture"
3189160,88,"Activities experienced","Poor service"
3189000,107,"i-Sites","No reason"
3189140,90,"Customer service","Staff didn't care"
3189056,110,"Commercial transport","Rental car/company did not meet expectations"
3188891,113,"Activities experienced","Have to cancel the activity due to weather/road  c"
3188887,101,"Commercial transport","Another reason"
3188887,98,"Food & beverage outlets","Alcohol too expensive"
3188939,117,"Accommodation","No free internet"
3188951,118,"Maori activities experienced","Well organised"
3188972,114,"Food & beverage outlets","Supermarkets lack of variety"
3188976,97,"Maori activities experienced","Entertaining"
3189140,91,"Customer service","Staff not knowledgeable"
3189044,100,"Food & beverage outlets","Limited choices"
3189116,95,"Food & beverage outlets","Not as good as you get overseas"
3191217,94,"Maori activities experienced","Well organised"
3189152,83,"Commercial transport","No reason"
3189056,111,"i-Sites","No reason"
3189116,93,"Food & beverage outlets","Too expensive"
3191217,93,"Maori activities experienced","Good staff"
3189116,96,"Food & beverage outlets","Alcohol too expensive"
3191245,98,"Activities experienced","Poor service"
3189164,90,"Commercial transport","Another reason"
3188249,92,"NZ environment","No reason"
3189008,102,"Food & beverage outlets","Too expensive"
3191245,97,"Food & beverage outlets","No reason"
3188249,91,"Food & beverage outlets","No reason"
3191245,100,"Maori activities experienced","Well organised"
3191249,106,"Maori activities experienced","Learnt about a new culture"
3189152,84,"Activities experienced","No reason"
3189160,89,"Customer service","Staff not knowledgeable"
3191217,95,"Customer service","Staff not friendly"
3189116,94,"Food & beverage outlets","Limited choices"
3189116,97,"Food & beverage outlets","Supermarkets lack of variety"
3191257,92,"Maori activities experienced","Informative"
3191261,95,"Maori activities experienced","Learnt about a new culture"
3191257,93,"Maori activities experienced","Well organised"
3191249,105,"Activities experienced","No reason"
3191245,99,"Maori activities experienced","Learnt about a new culture"
3191257,94,"Customer service","Staff didn't care"
3189168,107,"Maori activities experienced","Learnt about a new culture"
3191261,96,"Maori activities experienced","Good staff"
3191265,89,"Maori activities experienced","Learnt about a new culture"
3191257,91,"Maori activities experienced","Learnt about a new culture"
3191261,97,"i-Sites","No reason"
3191265,90,"Maori activities experienced","Informative"
3191289,96,"Activities experienced","No reason"
3191265,91,"Maori activities experienced","Entertaining"
3191269,97,"Food & beverage outlets","Too expensive"
3191269,100,"Maori activities experienced","Learnt about a new culture"
3191265,93,"Maori activities experienced","Well organised"
3191269,99,"Food & beverage outlets","Poor food quality"
3191289,98,"Customer service","Staff not friendly"
3189168,108,"Maori activities experienced","Informative"
3191289,99,"Customer service","Staff seemed rushed"
3191293,92,"Commercial transport","No reason"
3189176,100,"Food & beverage outlets","Supermarkets lack of variety"
3189168,111,"Maori activities experienced","Well organised"
3189168,109,"Maori activities experienced","Entertaining"
3191293,96,"Customer service","Staff not friendly"
3191265,92,"Maori activities experienced","Good quality/standard"
3191269,98,"Food & beverage outlets","Not as good as you get overseas"
3191269,101,"Maori activities experienced","Good quality/standard"
3191289,97,"Maori activities experienced","Informative"
3189168,110,"Maori activities experienced","Good quality/standard"
3189176,99,"Food & beverage outlets","Poor food quality"
3189188,104,"Customer service","Staff not knowledgeable"
3191293,95,"Maori activities experienced","Did not live up to expectations"
3191297,88,"Food & beverage outlets","Poor food quality"
3189188,101,"Food & beverage outlets","Too expensive"
3188253,85,"Customer service","Staff not knowledgeable"
3188265,86,"NZ environment","Weather"
3191289,100,"i-Sites","Poor customer service"
3188273,98,"Food & beverage outlets","Too expensive"
3191293,93,"Maori activities experienced","Learnt about a new culture"
3189176,102,"i-Sites","Not a lot of choices available"
3191297,89,"Maori activities experienced","Learnt about a new culture"
3189188,103,"Food & beverage outlets","Alcohol too expensive"
3189176,98,"Food & beverage outlets","Not as good as you get overseas"
3191293,97,"Customer service","Slow"
3189188,105,"Customer service","Slow"
3189176,101,"i-Sites","Poor customer service"
3191293,94,"Maori activities experienced","Good staff"
3189188,102,"Food & beverage outlets","Poor service"
3188253,84,"Customer service","Staff not friendly"
3188257,93,"Accommodation","Poor/old facilities"
3189208,98,"Accommodation","No free internet"
3188285,82,"Accommodation","No air-conditioning/heating inadequate"
3188285,83,"Food & beverage outlets","Too expensive"
3191305,109,"Accommodation","Poor standard of cleanliness/dirty"
3191305,115,"Activities experienced","No reason"
3191305,112,"Food & beverage outlets","Poor service"
3189216,109,"Accommodation","Poor standard of cleanliness/dirty"
3189216,112,"Food & beverage outlets","Alcohol too expensive"
3189216,108,"Accommodation","Poor/old facilities"
3191305,113,"Food & beverage outlets","Poor food quality"
3189216,111,"Food & beverage outlets","Not as good as you get overseas"
3191305,116,"Maori activities experienced","Learnt about a new culture"
3189208,99,"Activities experienced","Too expensive"
3188253,83,"Maori activities experienced","Entertaining"
3188273,99,"Maori activities experienced","No reason"
3188285,80,"Accommodation","Poor/old facilities"
3191305,110,"Accommodation","No free internet"
3188285,84,"Food & beverage outlets","Alcohol too expensive"
3189216,110,"Food & beverage outlets","Too expensive"
3191297,90,"Maori activities experienced","Good staff"
3188309,140,"Maori activities experienced","Learnt about a new culture"
3189244,106,"Commercial transport","Rental car/company did not meet expectations"
3189224,90,"NZ environment","Not sure"
3189236,133,"Maori activities experienced","Did not live up to expectations"
3189244,109,"Activities experienced","Have to cancel the activity due to weather/road  c"
3188285,81,"Accommodation","No free internet"
3191305,111,"Accommodation","Another reason"
3189236,132,"Maori activities experienced","Entertaining"
3191305,114,"Commercial transport","No reason"
3189236,135,"i-Sites","Poor customer service"
3189244,107,"Commercial transport","The transport was delayed"
3189224,89,"Food & beverage outlets","Limited choices"
3189260,108,"Maori activities experienced","Informative"
3189236,131,"Maori activities experienced","Learnt about a new culture"
3189380,86,"Commercial transport","Rental car/company did not meet expectations"
3189260,109,"Maori activities experienced","Good quality/standard"
3189244,108,"Activities experienced","Too expensive"
3189264,120,"Customer service","Another reason"
3189308,125,"Maori activities experienced","Entertaining"
3189468,94,"Commercial transport","Another reason"
3189260,111,"Maori activities experienced","Well organised"
3189308,124,"Maori activities experienced","Informative"
3189308,127,"Maori activities experienced","Well organised"
3189224,88,"Food & beverage outlets","Too expensive"
3189236,134,"Maori activities experienced","Well organised"
3189404,94,"Accommodation","No reason"
3189448,102,"Accommodation","No reason"
3189448,105,"Maori activities experienced","Good staff"
3189468,95,"Maori activities experienced","Learnt about a new culture"
3189448,104,"Maori activities experienced","Entertaining"
3189448,107,"Maori activities experienced","Another good aspect"
3189456,108,"Maori activities experienced","Learnt about a new culture"
3189260,110,"Maori activities experienced","Not very exciting/boring"
3189264,119,"Accommodation","Another reason"
3189308,123,"Maori activities experienced","Learnt about a new culture"
3189308,126,"Maori activities experienced","Poor quality/standard"
3189448,103,"Maori activities experienced","Learnt about a new culture"
3189448,106,"Maori activities experienced","Not very exciting/boring"
3189468,98,"Maori activities experienced","Well organised"
3189552,117,"Activities experienced","Too expensive"
3189552,120,"Customer service","Staff didn't care"
3189468,97,"Maori activities experienced","Entertaining"
3189500,91,"Maori activities experienced","Well organised"
3189468,96,"Maori activities experienced","Informative"
3189500,90,"Maori activities experienced","Informative"
3189516,113,"i-Sites","Too busy/long queues"
3189528,114,"i-Sites","Another reason"
3189552,119,"Activities experienced","Have to cancel the activity due to weather/road  c"
3189572,121,"Customer service","Staff didn't care"
3189548,126,"Commercial transport","The transport was delayed"
3189560,119,"Commercial transport","Expensive"
3189548,131,"Maori activities experienced","Well organised"
3189572,120,"Accommodation","No free internet"
3189516,114,"i-Sites","Incorrect/misleading information given"
3189548,127,"Maori activities experienced","Learnt about a new culture"
3189548,130,"Maori activities experienced","Good staff"
3189572,119,"Accommodation","Too expensive"
3189588,103,"Accommodation","Poor/old facilities"
3189548,129,"Maori activities experienced","Good quality/standard"
3189492,81,"Activities experienced","Another reason"
3189516,112,"Customer service","Slow"
3189552,118,"Activities experienced","Poor service"
3189612,93,"Accommodation","Noisy"
3189620,101,"Accommodation","Too expensive"
3189612,91,"Accommodation","No air-conditioning/heating inadequate"
3189632,126,"Food & beverage outlets","Too expensive"
3189620,103,"Commercial transport","No reason"
3189612,92,"Accommodation","Poor value for money"
3189620,100,"Accommodation","Poor/old facilities"
3189724,83,"Activities experienced","Not very exciting/boring"
3189552,121,"Customer service","Slow"
3189528,113,"Commercial transport","Expensive"
3189516,115,"i-Sites","Shut too early/short opening hours"
3189644,93,"Accommodation","Another reason"
3189756,110,"Maori activities experienced","Learnt about a new culture"
3189632,127,"i-Sites","Too busy/long queues"
3189640,103,"Maori activities experienced","Entertaining"
3189700,110,"Food & beverage outlets","Not as good as you get overseas"
3189640,102,"Maori activities experienced","Informative"
3189796,107,"Commercial transport","Another reason"
3189548,128,"Maori activities experienced","Entertaining"
3189560,120,"i-Sites","Shut too early/short opening hours"
3189612,90,"Accommodation","Too expensive"
3189620,102,"Accommodation","Poor standard of cleanliness/dirty"
3189756,113,"Maori activities experienced","Poor quality/standard"
3189800,92,"Maori activities experienced","Informative"
3189792,96,"Food & beverage outlets","Not sure"
3189756,112,"Maori activities experienced","Entertaining"
3189800,91,"Maori activities experienced","Learnt about a new culture"
3189824,118,"Customer service","Slow"
3189632,128,"i-Sites","Lack of knowledge on free attractions"
3189640,104,"Maori activities experienced","Good quality/standard"
3189700,109,"Food & beverage outlets","Too expensive"
3189724,82,"Food & beverage outlets","Not as good as you get overseas"
3189756,111,"Maori activities experienced","Informative"
3189836,98,"Maori activities experienced","Not very exciting/boring"
3189900,124,"Maori activities experienced","Entertaining"
3189900,127,"Customer service","Another reason"
3189800,94,"Maori activities experienced","Well organised"
3189824,119,"NZ environment","Weather"
3189836,97,"Maori activities experienced","Learnt about a new culture"
3189864,108,"Maori activities experienced","Good staff"
3189900,123,"Maori activities experienced","Informative"
3189756,114,"Maori activities experienced","Well organised"
3189796,106,"Food & beverage outlets","Supermarkets lack of variety"
3189800,93,"Maori activities experienced","Good quality/standard"
3189824,120,"NZ environment","Dull cities"
3189956,113,"Maori activities experienced","Informative"
3189900,122,"Maori activities experienced","Learnt about a new culture"
3189900,125,"Maori activities experienced","Good staff"
3189956,114,"Maori activities experienced","Entertaining"
3189956,117,"Maori activities experienced","Well organised"
3189980,97,"Accommodation","Poor/old facilities"
3189992,91,"Maori activities experienced","Learnt about a new culture"
3189972,104,"i-Sites","Too busy/long queues"
3189992,94,"Maori activities experienced","Good quality/standard"
