"SurveyResponseID","AnswerNumber","HobbitExpType"
3497256,119,"I wanted to visit Hobbiton"
3497256,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3497323,107,"Wanted to see if the scenery was like it was in the film"
3497341,114,"The scenery"
3497341,115,"Wanted to see if the scenery was like it was in the film"
3497341,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3497526,103,"The scenery"
3497526,104,"Wanted to see where the film was made"
3497548,118,"The scenery"
3497548,119,"Wanted to see where the film was made"
3497548,120,"I wanted to visit Hobbiton"
3497598,95,"The scenery"
3497703,106,"Wanted to see if the scenery was like it was in the film"
3497703,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3497827,114,"The scenery"
3497827,115,"Wanted to see if the scenery was like it was in the film"
3501745,124,"The scenery"
3501752,98,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501752,99,"I wanted to visit Hobbiton"
3501754,115,"The scenery"
3501754,116,"Wanted to see if the scenery was like it was in the film"
3501754,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501754,118,"Wanted to see where the film was made"
3501754,119,"I wanted to visit Hobbiton"
3501754,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501776,108,"The scenery"
3501776,109,"I wanted to visit Hobbiton"
3501784,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501792,121,"The scenery"
3501792,122,"Wanted to see if the scenery was like it was in the film"
3501792,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501800,109,"The scenery"
3501800,110,"Wanted to see where the film was made"
3501802,143,"The scenery"
3501802,144,"Wanted to see if the scenery was like it was in the film"
3501802,145,"I wanted to visit Hobbiton"
3501828,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501828,108,"Wanted to see where the film was made"
3501828,109,"I wanted to visit Hobbiton"
3501832,122,"The scenery"
3501832,123,"Wanted to see if the scenery was like it was in the film"
3501832,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501832,125,"Wanted to see where the film was made"
3501832,126,"I wanted to visit Hobbiton"
3501862,119,"The scenery"
3501863,111,"The scenery"
3501863,112,"Wanted to see if the scenery was like it was in the film"
3501863,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501863,114,"Wanted to see where the film was made"
3501863,115,"I wanted to visit Hobbiton"
3501863,116,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501868,137,"Wanted to see where the film was made"
3501868,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501873,102,"I wanted to visit Hobbiton"
3501892,135,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501892,136,"Wanted to see where the film was made"
3501892,137,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501908,109,"The scenery"
3501908,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501908,111,"I wanted to visit Hobbiton"
3501916,143,"The scenery"
3501916,144,"Wanted to see if the scenery was like it was in the film"
3501916,145,"Wanted to see where the film was made"
3501916,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501929,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501929,140,"Wanted to see where the film was made"
3501929,141,"I wanted to visit Hobbiton"
3501946,129,"The scenery"
3501946,130,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501948,136,"The scenery"
3501948,137,"Wanted to see where the film was made"
3501948,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501973,115,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501979,114,"The scenery"
3501979,115,"Wanted to see if the scenery was like it was in the film"
3501979,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501979,117,"Wanted to see where the film was made"
3501979,118,"I wanted to visit Hobbiton"
3501979,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3501980,106,"The scenery"
3501980,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3501980,108,"I wanted to visit Hobbiton"
3501990,115,"I wanted to visit Hobbiton"
3502014,127,"The scenery"
3502014,128,"I wanted to visit Hobbiton"
3502014,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502022,148,"The scenery"
3502022,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502022,150,"Wanted to see where the film was made"
3502022,151,"I wanted to visit Hobbiton"
3502031,155,"The scenery"
3502031,156,"Wanted to see if the scenery was like it was in the film"
3502031,157,"Wanted to see where the film was made"
3502031,158,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502034,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502035,131,"The scenery"
3502035,132,"Wanted to see if the scenery was like it was in the film"
3502035,133,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502035,134,"Wanted to see where the film was made"
3502035,135,"I wanted to visit Hobbiton"
3502054,115,"The scenery"
3502073,120,"The scenery"
3502073,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502073,122,"Wanted to see where the film was made"
3502073,123,"I wanted to visit Hobbiton"
3502074,124,"The scenery"
3502074,125,"Wanted to see if the scenery was like it was in the film"
3502074,126,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502074,127,"Wanted to see where the film was made"
3502074,128,"I wanted to visit Hobbiton"
3502081,108,"The scenery"
3502081,109,"Wanted to see if the scenery was like it was in the film"
3502081,110,"Wanted to see where the film was made"
3502084,95,"The scenery"
3502084,96,"Wanted to see if the scenery was like it was in the film"
3502084,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502084,98,"Wanted to see where the film was made"
3502084,99,"I wanted to visit Hobbiton"
3502084,100,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502088,133,"The scenery"
3502088,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502088,135,"I wanted to visit Hobbiton"
3502088,136,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502110,108,"The scenery"
3502110,109,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502131,123,"Something else"
3502153,125,"The scenery"
3502153,126,"Wanted to see if the scenery was like it was in the film"
3502153,127,"I wanted to visit Hobbiton"
3502187,123,"The scenery"
3502187,124,"I wanted to visit Hobbiton"
3502202,107,"Wanted to see if the scenery was like it was in the film"
3502202,108,"I wanted to visit Hobbiton"
3502237,97,"I wanted to visit Hobbiton"
3502249,125,"The scenery"
3502249,126,"I wanted to visit Hobbiton"
3502249,127,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502258,138,"The scenery"
3502258,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502258,140,"Wanted to see where the film was made"
3502258,141,"I wanted to visit Hobbiton"
3502262,118,"The scenery"
3502262,119,"Wanted to see if the scenery was like it was in the film"
3502262,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502262,121,"Wanted to see where the film was made"
3502262,122,"I wanted to visit Hobbiton"
3502262,123,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502265,101,"The scenery"
3502274,103,"The scenery"
3502302,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502324,91,"The scenery"
3502324,92,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502324,93,"Wanted to see where the film was made"
3502324,94,"I wanted to visit Hobbiton"
3502324,95,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502344,142,"The scenery"
3502344,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502344,144,"Wanted to see where the film was made"
3502344,145,"I wanted to visit Hobbiton"
3502364,143,"The scenery"
3502364,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502364,145,"Wanted to see where the film was made"
3502364,146,"I wanted to visit Hobbiton"
3502364,147,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502367,140,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502367,141,"I wanted to visit Hobbiton"
3502371,108,"The scenery"
3502371,109,"Wanted to see if the scenery was like it was in the film"
3502371,110,"Wanted to see where the film was made"
3502378,99,"The scenery"
3502386,128,"The scenery"
3502386,129,"I wanted to visit Hobbiton"
3502387,133,"The scenery"
3502387,134,"Wanted to see if the scenery was like it was in the film"
3502387,135,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502387,136,"I wanted to visit Hobbiton"
3502393,109,"Wanted to see if the scenery was like it was in the film"
3502414,149,"The scenery"
3502414,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502414,151,"I wanted to visit Hobbiton"
3502414,152,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502422,128,"The scenery"
3502422,129,"Wanted to see if the scenery was like it was in the film"
3502422,130,"Wanted to see where the film was made"
3502422,131,"I wanted to visit Hobbiton"
3502423,144,"The scenery"
3502423,145,"Wanted to see if the scenery was like it was in the film"
3502423,146,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502423,147,"Wanted to see where the film was made"
3502423,148,"I wanted to visit Hobbiton"
3502423,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502423,150,"Something else"
3502423,152,"I met a several actors from Lord of the Rings and they are the most fantastic people I have ever met and I wished to find out if everyone in New Zealand is as nice and friendly as they are"
3502430,111,"The scenery"
3502431,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502432,128,"The scenery"
3502432,129,"Wanted to see if the scenery was like it was in the film"
3502432,130,"Wanted to see where the film was made"
3502432,131,"I wanted to visit Hobbiton"
3502447,142,"The scenery"
3502447,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502447,144,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502464,102,"The scenery"
3502464,103,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502471,91,"The scenery"
3502471,92,"Wanted to see if the scenery was like it was in the film"
3502484,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502484,135,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502489,142,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502489,143,"Wanted to see where the film was made"
3502489,144,"I wanted to visit Hobbiton"
3502498,149,"Wanted to see if the scenery was like it was in the film"
3502498,150,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502498,151,"Wanted to see where the film was made"
3502498,152,"I wanted to visit Hobbiton"
3502498,153,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502514,181,"The scenery"
3502514,182,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502514,183,"I wanted to visit Hobbiton"
3502514,184,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502516,160,"The scenery"
3502516,161,"Wanted to see where the film was made"
3502516,162,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502517,130,"Wanted to see if the scenery was like it was in the film"
3502517,131,"Wanted to see where the film was made"
3502519,106,"The scenery"
3502537,140,"Wanted to see if the scenery was like it was in the film"
3502537,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502537,142,"Wanted to see where the film was made"
3502537,143,"I wanted to visit Hobbiton"
3502556,150,"The scenery"
3502556,151,"Wanted to see where the film was made"
3502556,152,"I wanted to visit Hobbiton"
3502556,153,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502578,148,"The scenery"
3502578,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502582,143,"The scenery"
3502582,144,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502607,109,"The scenery"
3502607,110,"Wanted to see if the scenery was like it was in the film"
3502607,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502607,112,"Wanted to see where the film was made"
3502607,113,"I wanted to visit Hobbiton"
3502618,164,"The scenery"
3502618,165,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502618,166,"Wanted to see where the film was made"
3502618,167,"I wanted to visit Hobbiton"
3502625,147,"The scenery"
3502625,148,"Wanted to see if the scenery was like it was in the film"
3502625,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502662,126,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502662,127,"I wanted to visit Hobbiton"
3502687,126,"The scenery"
3502687,127,"I wanted to visit Hobbiton"
3502694,107,"Wanted to see if the scenery was like it was in the film"
3502696,96,"The scenery"
3502696,97,"I wanted to visit Hobbiton"
3502698,118,"The scenery"
3502698,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502698,120,"I wanted to visit Hobbiton"
3502701,137,"The scenery"
3502701,138,"Wanted to see if the scenery was like it was in the film"
3502701,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502701,140,"Wanted to see where the film was made"
3502701,141,"I wanted to visit Hobbiton"
3502705,110,"The scenery"
3502705,111,"Wanted to see if the scenery was like it was in the film"
3502705,112,"Wanted to see where the film was made"
3502705,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502710,98,"I wanted to visit Hobbiton"
3502716,111,"The scenery"
3502716,112,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502716,113,"I wanted to visit Hobbiton"
3502726,136,"The scenery"
3502726,137,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502727,159,"The scenery"
3502727,160,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502751,95,"Wanted to see if the scenery was like it was in the film"
3502751,96,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502751,97,"Wanted to see where the film was made"
3502751,98,"I wanted to visit Hobbiton"
3502767,100,"Wanted to see if the scenery was like it was in the film"
3502767,101,"Wanted to see where the film was made"
3502767,102,"I wanted to visit Hobbiton"
3502771,98,"The scenery"
3502771,99,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502771,100,"I wanted to visit Hobbiton"
3502840,96,"The scenery"
3502840,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502841,114,"The scenery"
3502841,115,"Wanted to see if the scenery was like it was in the film"
3502841,116,"I wanted to visit Hobbiton"
3502841,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502842,125,"The scenery"
3502842,126,"Wanted to see if the scenery was like it was in the film"
3502842,127,"I wanted to visit Hobbiton"
3502842,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502864,119,"The scenery"
3502887,118,"I wanted to visit Hobbiton"
3502888,89,"Wanted to see if the scenery was like it was in the film"
3502888,90,"I wanted to visit Hobbiton"
3502904,121,"I wanted to visit Hobbiton"
3502906,126,"The scenery"
3502906,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502917,102,"The scenery"
3502917,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502920,114,"The scenery"
3502920,115,"Wanted to see where the film was made"
3502920,116,"I wanted to visit Hobbiton"
3502924,138,"The scenery"
3502924,139,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502924,140,"Wanted to see where the film was made"
3502924,141,"I wanted to visit Hobbiton"
3502924,142,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502947,113,"The scenery"
3502947,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502947,115,"Wanted to see where the film was made"
3502947,116,"I wanted to visit Hobbiton"
3502947,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3502969,163,"The scenery"
3502977,96,"Wanted to see if the scenery was like it was in the film"
3502977,97,"Wanted to see where the film was made"
3502977,98,"I wanted to visit Hobbiton"
3502985,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3502985,119,"Wanted to see where the film was made"
3502985,120,"I wanted to visit Hobbiton"
3503001,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503016,94,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503016,95,"Wanted to see where the film was made"
3503016,96,"I wanted to visit Hobbiton"
3503052,121,"Wanted to see where the film was made"
3503052,122,"I wanted to visit Hobbiton"
3503065,113,"Wanted to see if the scenery was like it was in the film"
3503125,109,"The scenery"
3503125,110,"Wanted to see if the scenery was like it was in the film"
3503125,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503125,112,"Wanted to see where the film was made"
3503128,106,"I wanted to visit Hobbiton"
3503167,130,"The scenery"
3503167,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503167,132,"I wanted to visit Hobbiton"
3503167,133,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3503270,125,"I wanted to visit Hobbiton"
3503275,111,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3503307,122,"The scenery"
3503307,123,"Wanted to see if the scenery was like it was in the film"
3503307,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503307,125,"Wanted to see where the film was made"
3503311,117,"The scenery"
3503311,118,"Wanted to see if the scenery was like it was in the film"
3503311,119,"Wanted to see where the film was made"
3503335,114,"The scenery"
3503340,105,"The scenery"
3503340,106,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503340,107,"Wanted to see where the film was made"
3503362,122,"The scenery"
3503365,146,"The scenery"
3503365,147,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503365,148,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3503388,138,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503388,139,"I wanted to visit Hobbiton"
3503456,142,"The scenery"
3503456,143,"Wanted to see if the scenery was like it was in the film"
3503456,144,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503456,145,"Wanted to see where the film was made"
3503456,146,"I wanted to visit Hobbiton"
3503468,133,"The scenery"
3503468,134,"Wanted to see if the scenery was like it was in the film"
3503492,154,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503516,111,"The scenery"
3503526,144,"The scenery"
3503526,145,"I wanted to visit Hobbiton"
3503530,106,"Wanted to see if the scenery was like it was in the film"
3503535,140,"Wanted to see if the scenery was like it was in the film"
3503535,141,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503548,141,"Wanted to see if the scenery was like it was in the film"
3503548,142,"Wanted to see where the film was made"
3503590,150,"The scenery"
3503590,151,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503615,106,"The scenery"
3503615,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503615,108,"Wanted to see where the film was made"
3503629,140,"The scenery"
3503645,140,"The scenery"
3503645,141,"Wanted to see if the scenery was like it was in the film"
3503645,142,"Wanted to see where the film was made"
3503645,143,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3503668,98,"Wanted to see if the scenery was like it was in the film"
3503705,141,"The scenery"
3503705,142,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503707,157,"Wanted to see if the scenery was like it was in the film"
3503707,158,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3503710,122,"The scenery"
3503721,117,"I wanted to visit Hobbiton"
3503731,165,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503746,108,"Wanted to see if the scenery was like it was in the film"
3503746,109,"Wanted to see where the film was made"
3503779,142,"The scenery"
3503781,112,"Wanted to see if the scenery was like it was in the film"
3503781,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503781,114,"Wanted to see where the film was made"
3503781,115,"I wanted to visit Hobbiton"
3503789,112,"The scenery"
3503803,126,"Wanted to see if the scenery was like it was in the film"
3503803,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503803,128,"I wanted to visit Hobbiton"
3503805,117,"The scenery"
3503805,118,"Wanted to see if the scenery was like it was in the film"
3503805,119,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503805,120,"Wanted to see where the film was made"
3503805,121,"I wanted to visit Hobbiton"
3503809,134,"The scenery"
3503809,135,"Wanted to see where the film was made"
3503809,136,"I wanted to visit Hobbiton"
3503827,124,"The scenery"
3503827,125,"Wanted to see if the scenery was like it was in the film"
3503827,126,"Wanted to see where the film was made"
3503827,127,"I wanted to visit Hobbiton"
3503827,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3503838,102,"The scenery"
3503838,103,"Wanted to see if the scenery was like it was in the film"
3503838,104,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3503838,105,"Wanted to see where the film was made"
3503838,106,"I wanted to visit Hobbiton"
3522561,127,"Wanted to see if the scenery was like it was in the film"
3522561,128,"Wanted to see where the film was made"
3522561,129,"I wanted to visit Hobbiton"
3522562,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522567,112,"The scenery"
3522567,113,"Wanted to see if the scenery was like it was in the film"
3522567,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522569,106,"Wanted to see if the scenery was like it was in the film"
3522569,107,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522587,102,"The scenery"
3522587,103,"Wanted to see where the film was made"
3522587,104,"I wanted to visit Hobbiton"
3522588,155,"The scenery"
3522596,137,"I wanted to visit Hobbiton"
3522599,98,"The scenery"
3522599,99,"Wanted to see if the scenery was like it was in the film"
3522599,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522599,101,"Wanted to see where the film was made"
3522599,102,"I wanted to visit Hobbiton"
3522629,106,"Wanted to see if the scenery was like it was in the film"
3522631,123,"The scenery"
3522633,126,"Wanted to see if the scenery was like it was in the film"
3522633,127,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522633,128,"I wanted to visit Hobbiton"
3522645,124,"Wanted to see where the film was made"
3522645,125,"I wanted to visit Hobbiton"
3522645,126,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522663,115,"The scenery"
3522690,148,"The scenery"
3522690,149,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522700,141,"Wanted to see if the scenery was like it was in the film"
3522700,142,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522703,130,"The scenery"
3522703,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522703,132,"Wanted to see where the film was made"
3522703,133,"I wanted to visit Hobbiton"
3522704,122,"The scenery"
3522704,123,"Wanted to see if the scenery was like it was in the film"
3522704,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522704,125,"Wanted to see where the film was made"
3522730,145,"The scenery"
3522730,146,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522730,147,"Wanted to see where the film was made"
3522730,148,"I wanted to visit Hobbiton"
3522769,107,"The scenery"
3522769,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522769,109,"Wanted to see where the film was made"
3522769,110,"I wanted to visit Hobbiton"
3522772,115,"The scenery"
3522772,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522772,117,"I wanted to visit Hobbiton"
3522774,145,"The scenery"
3522774,146,"Wanted to see where the film was made"
3522774,147,"I wanted to visit Hobbiton"
3522805,114,"The scenery"
3522805,115,"Wanted to see where the film was made"
3522812,127,"Wanted to see if the scenery was like it was in the film"
3522812,128,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522812,129,"Wanted to see where the film was made"
3522812,130,"I wanted to visit Hobbiton"
3522812,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522813,145,"Wanted to see where the film was made"
3522862,142,"Wanted to see if the scenery was like it was in the film"
3522862,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522862,144,"Wanted to see where the film was made"
3522862,145,"I wanted to visit Hobbiton"
3522864,98,"The scenery"
3522864,99,"Wanted to see where the film was made"
3522891,140,"The scenery"
3522899,151,"The scenery"
3522899,152,"Wanted to see if the scenery was like it was in the film"
3522899,153,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522899,154,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522900,108,"Wanted to see if the scenery was like it was in the film"
3522900,109,"I wanted to visit Hobbiton"
3522900,110,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522931,105,"Wanted to see if the scenery was like it was in the film"
3522931,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522937,122,"Wanted to see if the scenery was like it was in the film"
3522937,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522937,124,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522954,95,"The scenery"
3522975,105,"The scenery"
3522975,106,"Wanted to see if the scenery was like it was in the film"
3522975,107,"I wanted to visit Hobbiton"
3522975,108,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3522992,113,"Wanted to see if the scenery was like it was in the film"
3522992,114,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3522992,115,"Wanted to see where the film was made"
3522992,116,"I wanted to visit Hobbiton"
3522992,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3523020,127,"The scenery"
3523020,128,"Wanted to see if the scenery was like it was in the film"
3523032,85,"I wanted to visit Hobbiton"
3523044,152,"The scenery"
3523044,153,"I wanted to visit Hobbiton"
3523044,154,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3523079,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3523082,106,"The scenery"
3523082,107,"Wanted to see if the scenery was like it was in the film"
3523082,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523082,109,"Wanted to see where the film was made"
3523082,110,"I wanted to visit Hobbiton"
3523113,108,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523113,109,"Wanted to see where the film was made"
3523118,113,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3523148,155,"The scenery"
3523156,103,"I wanted to visit Hobbiton"
3523159,97,"Wanted to see where the film was made"
3523159,98,"I wanted to visit Hobbiton"
3523168,101,"Wanted to see if the scenery was like it was in the film"
3523168,102,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523168,103,"Wanted to see where the film was made"
3523177,123,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523177,124,"Wanted to see where the film was made"
3523177,125,"I wanted to visit Hobbiton"
3523184,96,"Wanted to see if the scenery was like it was in the film"
3523184,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523184,98,"Wanted to see where the film was made"
3523184,99,"I wanted to visit Hobbiton"
3523229,119,"The scenery"
3523229,120,"Wanted to see if the scenery was like it was in the film"
3523229,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523229,122,"Wanted to see where the film was made"
3523229,123,"I wanted to visit Hobbiton"
3523248,159,"The scenery"
3523248,160,"Wanted to see if the scenery was like it was in the film"
3523248,161,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523248,162,"Wanted to see where the film was made"
3523248,163,"I wanted to visit Hobbiton"
3523255,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523256,116,"The scenery"
3523256,117,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523256,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3523260,123,"The scenery"
3523260,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3523260,125,"Wanted to see where the film was made"
3523260,126,"I wanted to visit Hobbiton"
3523260,127,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3523268,128,"The scenery"
