"SurveyResponseID","AnswerNumber","AirlineUsed","AirlineRating"
3194252,164,"Emirates","8"
3194256,150,"Emirates","Excellent  10"
3194186,157,"Singapore Airlines","7"
3194162,141,"Virgin/Virgin Blue/Pacific Blue","7"
3194138,133,"JetStar","6"
3193229,147,"Air New Zealand","9"
3194288,133,"Not sure",NA
3194202,124,"Singapore Airlines","9"
3193289,164,"JetStar","Excellent  10"
3193297,112,"Air New Zealand","8"
3194202,123,"Air New Zealand","6"
3193309,155,"JetStar","7"
3194218,142,"Air New Zealand","8"
3193297,113,"Another airline",NA
3193321,103,"Qantas","2"
3193433,120,"Virgin/Virgin Blue/Pacific Blue","7"
3193357,114,"Qantas","9"
3193445,107,"Virgin/Virgin Blue/Pacific Blue","8"
3193509,136,"Not sure",NA
3193525,133,"Singapore Airlines","6"
3194186,156,"Air New Zealand","5"
3194198,137,"JetStar","9"
3194230,127,"Not sure",NA
3193401,108,"Qantas","8"
3194258,144,"Qantas","7"
3194282,146,"Not sure",NA
3194286,142,"Singapore Airlines","5"
3193333,192,"Emirates","8"
3193493,129,"Emirates","9"
3194202,125,"JetStar","8"
3193513,129,"Air New Zealand","Excellent  10"
3193305,132,"Air New Zealand","7"
3193341,132,"Air New Zealand","9"
3194146,147,"Emirates","9"
3193385,194,"Emirates","Excellent  10"
3193361,157,"Qantas","9"
3194254,136,"Not sure",NA
3193497,140,"Not sure",NA
3193541,136,"Qantas","Excellent  10"
3193581,128,"Virgin/Virgin Blue/Pacific Blue","7"
3193357,113,"JetStar","6"
3193565,147,"JetStar","3"
3193613,132,"Air New Zealand","8"
3193645,151,"Air New Zealand","8"
3194290,153,"JetStar","7"
3193545,139,"Air New Zealand","6"
3193317,129,"JetStar","9"
3193357,112,"Air New Zealand","6"
3194262,119,"JetStar","8"
3193541,134,"Air New Zealand","9"
3193601,132,"Cathay Pacific","8"
3194266,144,"Not sure",NA
3193545,140,"Virgin/Virgin Blue/Pacific Blue","3"
3193653,140,"Not sure",NA
3193657,139,"Virgin/Virgin Blue/Pacific Blue","5"
3193661,142,"Air New Zealand","Excellent  10"
3193693,132,"Air New Zealand","7"
3193713,151,"Air New Zealand","Excellent  10"
3193645,152,"JetStar","8"
3193693,133,"JetStar","4"
3193725,159,"Air New Zealand","Excellent  10"
3193561,156,"Singapore Airlines","9"
3193613,133,"Virgin/Virgin Blue/Pacific Blue","6"
3193533,127,"Qantas","9"
3193657,138,"Air New Zealand","Excellent  10"
3193645,153,"Qantas","8"
3193425,122,"JetStar","6"
3193737,130,"Air New Zealand","8"
3193709,145,"Not sure",NA
3193745,148,"Qantas","Excellent  10"
3193777,139,"Not sure",NA
3193789,143,"Not sure",NA
3193813,132,"Not sure",NA
3193825,142,"Virgin/Virgin Blue/Pacific Blue","6"
3193701,147,"Emirates","8"
3193797,157,"Emirates","9"
3193541,137,"Emirates","Excellent  10"
3193801,135,"Emirates","8"
3193693,134,"Qantas","6"
3193481,127,"Air New Zealand","9"
3193697,156,"Not sure",NA
3193729,140,"Not sure",NA
3193493,128,"Air New Zealand","8"
3193705,151,"JetStar","7"
3193525,132,"Air New Zealand","5"
3193753,150,"Air New Zealand","7"
3193809,123,"JetStar","4"
3193857,152,"JetStar","7"
3193565,148,"Qantas","6"
3193857,153,"Virgin/Virgin Blue/Pacific Blue","4"
3193737,131,"JetStar","6"
3193757,140,"Air New Zealand","Excellent  10"
3193809,124,"Another airline",NA
3194286,143,"JetStar","4"
3193725,160,"JetStar","5"
3193541,135,"JetStar","7"
3194290,152,"Air New Zealand","8"
3193889,146,"Singapore Airlines","6"
3193889,149,"Virgin/Virgin Blue/Pacific Blue","5"
3193901,137,"Virgin/Virgin Blue/Pacific Blue","8"
3193861,145,"Another airline",NA
3193917,134,"Air New Zealand","9"
3193829,155,"JetStar","4"
3193889,147,"JetStar","5"
3193901,135,"Air New Zealand","Excellent  10"
3193897,161,"Emirates","7"
3193961,133,"Emirates","Excellent  10"
3193753,151,"Virgin/Virgin Blue/Pacific Blue","9"
3193741,134,"Air New Zealand","8"
3193661,143,"Emirates","Excellent  10"
3193793,153,"Emirates","8"
3193909,123,"Not sure",NA
3193885,151,"Not sure",NA
3193989,149,"Virgin/Virgin Blue/Pacific Blue","4"
3193981,129,"Singapore Airlines","Excellent  10"
3194041,136,"Virgin/Virgin Blue/Pacific Blue","7"
3194001,138,"Not sure",NA
3194013,136,"Not sure",NA
3193609,141,"Air New Zealand","6"
3193617,127,"Not sure",NA
3193701,146,"Singapore Airlines","9"
3193741,135,"Qantas","Excellent  10"
3193841,147,"Air New Zealand","9"
3193805,136,"Qantas","9"
3193745,147,"Air New Zealand","9"
3193821,129,"Not sure",NA
3193841,148,"Singapore Airlines","Excellent  10"
3193981,128,"Air New Zealand","8"
3194025,146,"Air New Zealand","8"
3193913,142,"JetStar","4"
3194009,137,"China Southern","4"
3193809,122,"Air New Zealand","9"
3193853,130,"Not sure",NA
3193921,139,"Not sure",NA
3193861,144,"Air New Zealand","9"
3193913,141,"Air New Zealand","8"
3193925,154,"JetStar","4"
3194009,138,"JetStar","7"
3194065,137,"Singapore Airlines","8"
3193889,148,"Qantas","9"
3193941,128,"Not sure",NA
3193873,141,"Emirates","9"
3194021,148,"Emirates","9"
3193973,154,"Not sure",NA
3193977,153,"Not sure",NA
3194017,142,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3193901,136,"JetStar","9"
3194053,144,"Qantas","9"
3194089,144,"Qantas","9"
3194129,152,"Not sure",NA
3194133,142,"Singapore Airlines","Excellent  10"
3194045,135,"Qantas","7"
3194077,142,"Not sure",NA
3194109,168,"Virgin/Virgin Blue/Pacific Blue","4"
3194061,155,"Emirates","8"
3194065,138,"British Airways","8"
3194121,162,"Not sure",NA
3194125,122,"Qantas","7"
3194073,140,"Air New Zealand","7"
3194125,121,"JetStar","9"
3194145,146,"Air New Zealand","Excellent  10"
3194061,154,"Air New Zealand","9"
3194109,167,"Air New Zealand","6"
3193957,131,"Air New Zealand","9"
3193989,148,"Air New Zealand","8"
3194081,148,"Air New Zealand","9"
3194133,143,"Qantas","9"
3194157,136,"Air New Zealand","8"
3194201,160,"Air New Zealand","7"
3194165,137,"Qantas","7"
3337543,154,"China Southern","8"
3194161,149,"JetStar","7"
3337603,119,"Air New Zealand","9"
3194133,144,"Virgin/Virgin Blue/Pacific Blue","7"
3337583,136,"Another airline",NA
3337583,134,"Air New Zealand","9"
3194137,153,"Not sure",NA
3194165,138,"Virgin/Virgin Blue/Pacific Blue","8"
3337595,186,"Air New Zealand","6"
3337575,144,"Lufthansa","6"
3194245,145,"Cathay Pacific","9"
3337539,161,"Malaysian Airlines","7"
3194193,140,"Emirates","9"
3194205,147,"Emirates","Excellent  10"
3193993,134,"Air New Zealand","Excellent  10"
3194037,164,"Air New Zealand","7"
3194025,147,"Emirates","7"
3194049,133,"Emirates","9"
3194069,126,"Not sure",NA
3194113,156,"Not sure",NA
3194053,145,"Emirates","9"
3337607,138,"Air New Zealand","9"
3337559,140,"Not sure",NA
3337619,152,"Air New Zealand","8"
3337591,150,"Not sure",NA
3194173,143,"Qantas","Excellent  10"
3194217,134,"Not sure",NA
3337599,126,"Singapore Airlines","8"
3194253,137,"JetStar","4"
3194229,144,"Singapore Airlines","8"
3337655,116,"JetStar","6"
3194253,136,"Air Asia X","9"
3337651,187,"Air New Zealand","7"
3337655,115,"Air New Zealand","9"
3194273,136,"Air New Zealand","9"
3337679,178,"Air New Zealand","8"
3194281,144,"Air New Zealand","7"
3194245,146,"Another airline",NA
3194161,150,"Emirates","9"
3194201,161,"Qantas","8"
3337607,139,"Virgin/Virgin Blue/Pacific Blue","9"
3337619,153,"Virgin/Virgin Blue/Pacific Blue","9"
3337627,128,"Qantas","9"
3337679,179,"Virgin/Virgin Blue/Pacific Blue","8"
3194237,130,"Qantas","Excellent  10"
3194261,135,"Not sure",NA
3194277,159,"Air New Zealand","3"
3337627,129,"Emirates","8"
3194281,145,"Emirates","Excellent  10"
3194253,135,"Singapore Airlines","6"
3337651,188,"Virgin/Virgin Blue/Pacific Blue","7"
3194257,150,"Not sure",NA
3194289,131,"Not sure",NA
3337691,107,"Virgin/Virgin Blue/Pacific Blue","5"
3337743,132,"Air New Zealand","Excellent  10"
3194045,134,"Air New Zealand","Excellent  10"
3337583,135,"Cathay Pacific","9"
3337567,151,"Air Asia X","6"
3194021,149,"Korean Air","7"
3337571,156,"JetStar","9"
3337540,134,"Lufthansa","9"
3194229,143,"Air New Zealand","7"
3337536,126,"Not sure",NA
3337587,153,"Not sure",NA
3194213,145,"Emirates","Excellent  10"
3337691,106,"Emirates","8"
3194205,148,"Virgin/Virgin Blue/Pacific Blue","9"
3337801,159,"Air New Zealand","9"
3337595,187,"Virgin/Virgin Blue/Pacific Blue","5"
3337667,160,"Emirates","9"
3337735,120,"Qantas","5"
3194277,160,"Emirates","Excellent  10"
3337548,135,"Virgin/Virgin Blue/Pacific Blue","8"
3337719,144,"China Southern","Not Sure"
3337743,133,"Another airline",NA
3337801,160,"China Southern","8"
3337810,149,"Singapore Airlines","8"
3337556,140,"JetStar","7"
3337834,122,"Air New Zealand","Excellent  10"
3337850,141,"Another airline",NA
3337616,122,"Air New Zealand","9"
3337878,168,"Emirates","Excellent  10"
3337628,142,"Emirates","9"
3337691,105,"Qantas","7"
3337719,145,"Qantas","9"
3337576,227,"China Southern","9"
3337807,211,"Singapore Airlines","7"
3337810,150,"Virgin/Virgin Blue/Pacific Blue","9"
3337584,145,"Qantas","9"
3337818,142,"Not sure",NA
3337822,122,"Air New Zealand","Excellent  10"
3337612,143,"Air New Zealand","Excellent  10"
3194089,145,"Emirates","7"
3337588,135,"Emirates","Excellent  10"
3337624,115,"Air New Zealand","Excellent  10"
3337906,108,"Air New Zealand","Excellent  10"
3337548,134,"Air New Zealand","8"
3337810,148,"Air New Zealand","9"
3337747,141,"Singapore Airlines","Excellent  10"
3337588,133,"Air New Zealand","8"
3337878,167,"JetStar","Poor  1"
3337628,141,"JetStar","7"
3337632,131,"Air New Zealand","Excellent  10"
3337902,127,"Air New Zealand","Excellent  10"
3337942,126,"Air New Zealand","Excellent  10"
3337886,139,"JetStar","2"
3337636,110,"Air New Zealand","8"
3337934,117,"Air New Zealand","8"
3337560,144,"Not sure",NA
3337874,145,"Singapore Airlines","9"
3337854,119,"Qantas","9"
3337886,138,"Singapore Airlines","Excellent  10"
3337902,129,"JetStar","7"
3337982,181,"Air New Zealand","7"
3337986,151,"JetStar","4"
3337772,154,"China Southern","Excellent  10"
3337736,116,"Emirates","Excellent  10"
3337764,120,"Emirates","7"
3337588,134,"Singapore Airlines","Excellent  10"
3337866,132,"Singapore Airlines","9"
3337620,134,"Qantas","9"
3337874,146,"Virgin/Virgin Blue/Pacific Blue","5"
3337902,128,"Singapore Airlines","5"
3337644,136,"Air New Zealand","9"
3337636,111,"Virgin/Virgin Blue/Pacific Blue","8"
3337986,150,"Air New Zealand","Excellent  10"
3337668,124,"Air New Zealand","4"
3338045,109,"Another airline",NA
3337736,114,"Air New Zealand","3"
3337687,108,"Emirates","Excellent  10"
3337680,105,"Emirates","9"
3337696,108,"Emirates","Excellent  10"
3337728,105,"Malaysian Airlines","Excellent  10"
3337966,153,"JetStar","6"
3337676,128,"Air New Zealand","8"
3337998,124,"Air New Zealand","7"
3337712,131,"Air New Zealand","Excellent  10"
3338066,140,"Air New Zealand","7"
3337752,136,"Air New Zealand","8"
3337772,155,"Another airline",NA
3337640,118,"Qantas","8"
3337644,137,"Virgin/Virgin Blue/Pacific Blue","8"
3337990,144,"Virgin/Virgin Blue/Pacific Blue","7"
3337827,121,"Another airline",NA
3337859,121,"Another airline",NA
3337966,154,"Qantas","9"
3337736,115,"Qantas","6"
3338074,140,"Not sure",NA
3337752,138,"Virgin/Virgin Blue/Pacific Blue","7"
3338118,157,"Air New Zealand","8"
3338086,147,"Virgin/Virgin Blue/Pacific Blue","6"
3337986,152,"Qantas","9"
3337823,135,"Virgin/Virgin Blue/Pacific Blue","6"
3337811,142,"Qantas","7"
3338094,128,"Singapore Airlines","8"
3337998,125,"Singapore Airlines","9"
3337728,106,"Qantas","Excellent  10"
3337752,137,"Qantas","Excellent  10"
3337910,103,"Emirates","9"
3338106,149,"Emirates","Excellent  10"
3338090,149,"Singapore Airlines","Excellent  10"
3338094,129,"Qantas","7"
3337843,145,"Qantas","9"
3337778,127,"Qantas","7"
3338082,152,"Not sure",NA
3337780,133,"Virgin/Virgin Blue/Pacific Blue","4"
3338086,148,"Cathay Pacific","9"
3338142,134,"Another airline",NA
3338146,130,"Air New Zealand","8"
3337883,152,"China Southern","Excellent  10"
3337782,124,"JetStar","9"
3338174,135,"Air New Zealand","7"
3337919,138,"Air New Zealand","6"
3338170,112,"Air New Zealand","5"
3337578,139,"Air New Zealand","Excellent  10"
3338146,131,"Qantas","Excellent  10"
3337566,143,"Singapore Airlines","Excellent  10"
3337891,111,"Virgin/Virgin Blue/Pacific Blue","4"
3337586,136,"Virgin/Virgin Blue/Pacific Blue","9"
3338186,139,"Qantas","Excellent  10"
3337650,172,"Singapore Airlines","Excellent  10"
3337642,128,"JetStar","9"
3337963,158,"Air New Zealand","Excellent  10"
3337871,141,"Virgin/Virgin Blue/Pacific Blue","3"
3337542,172,"Qantas","7"
3337578,140,"Qantas","7"
3338134,135,"Not sure",NA
3337987,160,"Singapore Airlines","6"
3337931,139,"Not sure",NA
3337887,107,"Qantas","9"
3337943,140,"Virgin/Virgin Blue/Pacific Blue","6"
3337919,139,"JetStar","2"
3338210,140,"Qantas","6"
3337947,118,"Air New Zealand","8"
3338230,146,"Qantas","8"
3337646,148,"Air New Zealand","5"
3338007,151,"Singapore Airlines","8"
3337911,137,"JetStar","7"
3338234,123,"JetStar","Excellent  10"
3337654,157,"JetStar","7"
3337999,165,"Air New Zealand","8"
3338015,117,"Singapore Airlines","8"
3337891,110,"Air New Zealand","8"
3337602,111,"Air New Zealand","9"
3337626,164,"Air New Zealand","9"
3338158,139,"Not sure",NA
3337634,105,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3337642,129,"Qantas","9"
3338214,144,"Virgin/Virgin Blue/Pacific Blue","8"
3338210,139,"JetStar","7"
3337947,119,"Another airline",NA
3337831,153,"Emirates","7"
3338023,142,"Emirates","8"
3338011,138,"JetStar","7"
3338055,132,"China Southern","8"
3338075,161,"Air New Zealand","9"
3337718,131,"Air New Zealand","Excellent  10"
3337662,123,"Emirates","Excellent  10"
3337682,125,"Emirates","8"
3338099,137,"Air New Zealand","9"
3338115,140,"Air New Zealand","Excellent  10"
3337542,173,"Emirates","9"
3337742,223,"Air New Zealand","Excellent  10"
3337690,130,"Emirates","9"
3338166,172,"Emirates","Excellent  10"
3337730,142,"British Airways","7"
3338305,123,"Malaysian Airlines","9"
3337666,143,"Air New Zealand","9"
3337750,199,"Malaysian Airlines","7"
3338118,158,"Emirates","8"
3338286,133,"Air New Zealand","Excellent  10"
3337907,125,"Emirates","9"
3338214,143,"American Airlines","Not Sure"
3338067,141,"Air New Zealand","Excellent  10"
3337646,149,"Emirates","7"
3338075,162,"JetStar","9"
3337963,159,"Emirates","8"
3338294,141,"Air New Zealand","8"
3338250,110,"Emirates","Excellent  10"
3338131,147,"Air New Zealand","7"
3338053,118,"Qantas","Excellent  10"
3338366,129,"Another airline",NA
3338053,119,"Emirates","Excellent  10"
3338258,129,"Not sure",NA
3338057,141,"Qantas","6"
3337779,147,"Air New Zealand","7"
3338057,140,"Singapore Airlines","9"
3338143,138,"Air New Zealand","6"
3338059,102,"Virgin/Virgin Blue/Pacific Blue","7"
3338274,135,"Emirates","9"
3338290,141,"JetStar","5"
3338083,142,"Air New Zealand","9"
3338329,149,"British Airways","8"
3338067,142,"Qantas","9"
3338350,108,"Air New Zealand","9"
3337718,132,"Virgin/Virgin Blue/Pacific Blue","5"
3338412,131,"JetStar","3"
3337750,200,"JetStar","Excellent  10"
3338131,149,"JetStar","4"
3338155,153,"Air New Zealand","9"
3337654,156,"Air New Zealand","Excellent  10"
3338110,139,"Emirates","8"
3337542,174,"British Airways","5"
3338015,118,"Qantas","8"
3337662,122,"Qantas","Excellent  10"
3338146,132,"Emirates","Excellent  10"
3337887,108,"Emirates","9"
3337658,126,"Emirates","Excellent  10"
3338278,164,"Emirates","7"
3337666,144,"Qantas","8"
3338063,109,"Virgin/Virgin Blue/Pacific Blue","8"
3338294,142,"Virgin/Virgin Blue/Pacific Blue","8"
3337730,141,"Qantas","Excellent  10"
3338329,148,"Virgin/Virgin Blue/Pacific Blue","5"
3338135,147,"Singapore Airlines","8"
3337730,143,"Cathay Pacific","9"
3338119,113,"Qantas","Excellent  10"
3338139,138,"Virgin/Virgin Blue/Pacific Blue","4"
3338290,142,"Qantas","7"
3338131,148,"Singapore Airlines","8"
3338424,119,"Singapore Airlines","8"
3338127,141,"Not sure",NA
3337787,142,"Singapore Airlines","Excellent  10"
3337789,143,"Qantas","8"
3338171,110,"Singapore Airlines","9"
3338175,125,"Air New Zealand","9"
3338468,156,"Qantas","9"
3338183,124,"JetStar","5"
3338195,139,"Singapore Airlines","7"
3337813,140,"Air New Zealand","Excellent  10"
3338199,121,"Emirates","9"
3338516,155,"Emirates","Excellent  10"
3338199,119,"Singapore Airlines","Excellent  10"
3337829,158,"Virgin/Virgin Blue/Pacific Blue","6"
3337837,147,"Virgin/Virgin Blue/Pacific Blue","8"
3337817,151,"Air New Zealand","Excellent  10"
3338444,160,"Air New Zealand","Excellent  10"
3338179,130,"China Southern","8"
3338195,140,"Qantas","Excellent  10"
3338199,120,"Qantas","6"
3338496,140,"Virgin/Virgin Blue/Pacific Blue","4"
3338309,150,"Emirates","8"
3338448,146,"Emirates","7"
3338183,126,"British Airways","8"
3338159,145,"Not sure",NA
3338428,113,"Qantas","9"
3338444,161,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3337813,141,"Singapore Airlines","9"
3338115,141,"JetStar","7"
3337791,155,"Air New Zealand","Excellent  10"
3337809,142,"Air New Zealand","9"
3338448,144,"Air New Zealand","Excellent  10"
3338183,125,"Qantas","Excellent  10"
3337829,157,"Qantas","8"
3338516,154,"Singapore Airlines","6"
3338464,148,"Air New Zealand","8"
3337837,146,"Air New Zealand","8"
3338187,141,"Air New Zealand","9"
3338516,153,"Air New Zealand","9"
3338167,133,"Cathay Pacific","9"
3338564,253,"Virgin/Virgin Blue/Pacific Blue","6"
3338468,157,"Korean Air","9"
3337817,152,"JetStar","6"
3337825,138,"Lufthansa","4"
3338247,161,"Qantas","9"
3338568,159,"Qantas","8"
3338468,155,"Air New Zealand","8"
3338448,145,"JetStar","6"
3338508,111,"Air New Zealand","9"
3338211,131,"Air New Zealand","9"
3338452,122,"Qantas","8"
3338544,150,"Another airline",NA
3338227,125,"Qantas","9"
3338227,124,"Air New Zealand","8"
3338263,118,"Not sure",NA
3338267,139,"Qantas","8"
3338271,142,"Virgin/Virgin Blue/Pacific Blue","8"
3338584,165,"Qantas","8"
3338299,134,"Virgin/Virgin Blue/Pacific Blue","6"
3338283,110,"Singapore Airlines","8"
3338314,168,"Singapore Airlines","8"
3338548,114,"Emirates","Excellent  10"
3337877,109,"Malaysian Airlines","8"
3338587,235,"Malaysian Airlines","9"
3337885,107,"Air New Zealand","8"
3338628,121,"Virgin/Virgin Blue/Pacific Blue","7"
3337917,111,"Air New Zealand","Excellent  10"
3337941,132,"JetStar","8"
3337957,161,"JetStar","4"
3338564,252,"Air New Zealand","8"
3337981,137,"Air New Zealand","9"
3338299,133,"JetStar","4"
3337965,127,"Emirates","8"
3338626,134,"Air New Zealand","5"
3338684,138,"Emirates","9"
3338340,141,"Air New Zealand","8"
3338668,152,"Air New Zealand","Excellent  10"
3338684,136,"Air New Zealand","Excellent  10"
3338584,166,"Emirates","9"
3337877,110,"Emirates","6"
3337841,140,"Air New Zealand","6"
3337869,115,"Another airline",NA
3338271,141,"Air New Zealand","7"
3338644,151,"Air New Zealand","8"
3338342,135,"JetStar","9"
3338684,137,"JetStar","9"
3338601,138,"Not sure",NA
3337929,126,"Virgin/Virgin Blue/Pacific Blue","6"
3338660,122,"Not sure",NA
3338664,134,"Qantas","8"
3338009,133,"Air New Zealand","8"
3338351,140,"Singapore Airlines","Excellent  10"
3338708,118,"JetStar","4"
3338712,146,"Air New Zealand","8"
3337779,148,"Emirates","8"
3338568,160,"Emirates","9"
3338235,137,"Qantas","9"
3337885,108,"Virgin/Virgin Blue/Pacific Blue","7"
3337845,138,"Air New Zealand","9"
3338338,127,"JetStar","7"
3337929,125,"Air New Zealand","7"
3337957,162,"Another airline",NA
3338672,127,"Air New Zealand","9"
3337965,126,"Qantas","8"
3338700,155,"Not sure",NA
3337993,143,"Virgin/Virgin Blue/Pacific Blue","5"
3338712,147,"Qantas","7"
3338056,128,"Qantas","9"
3338708,119,"Virgin/Virgin Blue/Pacific Blue","4"
3338065,136,"Air New Zealand","9"
3338363,165,"Singapore Airlines","8"
3338736,132,"Air New Zealand","7"
3338736,133,"JetStar","5"
3338093,143,"JetStar","9"
3338375,224,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3338375,225,"Another airline",NA
3337977,135,"Air New Zealand","6"
3338359,139,"Air New Zealand","Excellent  10"
3338640,136,"Not sure",NA
3338342,136,"Qantas","9"
3338676,139,"Singapore Airlines","Excellent  10"
3338720,137,"Air New Zealand","Excellent  10"
3338367,125,"Air New Zealand","Excellent  10"
3337993,142,"Qantas","Excellent  10"
3338732,135,"Not sure",NA
3338077,151,"Not sure",NA
3338736,135,"Virgin/Virgin Blue/Pacific Blue","7"
3338113,145,"Air New Zealand","8"
3338595,194,"Emirates","Excellent  10"
3338804,133,"Emirates","Excellent  10"
3338764,134,"Not sure",NA
3338137,131,"Qantas","9"
3338788,165,"Singapore Airlines","Excellent  10"
3338812,199,"JetStar","Excellent  10"
3338441,159,"JetStar","6"
3338185,151,"Air New Zealand","5"
3338429,139,"Qantas","Poor  1"
3338828,135,"Singapore Airlines","Excellent  10"
3338445,120,"Qantas","8"
3338181,148,"Singapore Airlines","Excellent  10"
3338844,154,"Air New Zealand","Excellent  10"
3338389,135,"Singapore Airlines","7"
3338441,158,"Air New Zealand","8"
3338081,133,"Not sure",NA
3338097,146,"Not sure",NA
3338185,152,"Another airline",NA
3338417,168,"Singapore Airlines","9"
3338618,139,"Emirates","8"
3338816,159,"Malaysian Airlines","8"
3338441,160,"Another airline",NA
3338371,146,"JetStar","9"
3338375,223,"Air New Zealand","8"
3338050,121,"Emirates","Excellent  10"
3338752,157,"Emirates","9"
3338429,138,"JetStar","Poor  1"
3338137,130,"Air New Zealand","8"
3338736,134,"Qantas","7"
3338397,116,"Virgin/Virgin Blue/Pacific Blue","4"
3338780,164,"Singapore Airlines","8"
3338776,171,"Emirates","Excellent  10"
3338812,200,"Emirates","Excellent  10"
3338860,119,"Singapore Airlines","Excellent  10"
3338201,119,"China Southern","9"
3338397,115,"Qantas","9"
3338449,148,"Not sure",NA
3338864,131,"Qantas","8"
3338205,139,"Virgin/Virgin Blue/Pacific Blue","7"
3338866,140,"Air New Zealand","Excellent  10"
3338864,133,"Virgin/Virgin Blue/Pacific Blue","6"
3338886,193,"Air New Zealand","8"
3338205,138,"Singapore Airlines","8"
3338864,130,"Air New Zealand","5"
3338852,142,"Emirates","Excellent  10"
3338213,140,"Emirates","Excellent  10"
3338145,138,"Qantas","9"
3338153,156,"Singapore Airlines","6"
3338828,136,"Lufthansa","7"
3338886,196,"Cathay Pacific","8"
3338820,185,"Singapore Airlines","Excellent  10"
3338197,122,"Singapore Airlines","Poor  1"
3338193,132,"Air New Zealand","7"
3338201,118,"Air New Zealand","Not Sure"
3338852,141,"JetStar","7"
3338209,136,"Air New Zealand","7"
3338844,155,"Qantas","Excellent  10"
3338866,141,"Virgin/Virgin Blue/Pacific Blue","9"
3338890,137,"Air New Zealand","9"
3338886,194,"JetStar","8"
3338233,146,"Air New Zealand","9"
3338253,109,"JetStar","9"
3338217,140,"Not sure",NA
3338461,150,"Air New Zealand","Excellent  10"
3338213,139,"Qantas","Excellent  10"
3338461,151,"Singapore Airlines","Excellent  10"
3338457,150,"Not sure",NA
3338209,137,"Qantas","9"
3338894,227,"Singapore Airlines","9"
3338896,143,"Singapore Airlines","7"
3338265,139,"Not sure",NA
3338469,139,"Singapore Airlines","9"
3338930,137,"Air New Zealand","9"
3338332,146,"Air New Zealand","Excellent  10"
3338233,148,"Virgin/Virgin Blue/Pacific Blue","6"
3338245,141,"JetStar","3"
3338896,144,"Virgin/Virgin Blue/Pacific Blue","3"
3338934,142,"Air New Zealand","Excellent  10"
3338938,136,"Air New Zealand","8"
3338289,152,"Not sure",NA
3338316,166,"Air New Zealand","8"
3338473,142,"Singapore Airlines","8"
3338273,153,"Emirates","9"
3338521,118,"Emirates","Excellent  10"
3338513,126,"Another airline",NA
3338213,138,"Air New Zealand","7"
3338453,147,"Air New Zealand","Excellent  10"
3338896,142,"Air New Zealand","8"
3338886,195,"Qantas","7"
3338922,140,"Qantas","9"
3338864,132,"Emirates","9"
3338938,137,"Emirates","Excellent  10"
3338233,147,"JetStar","5"
3338328,151,"Air New Zealand","8"
3338950,151,"Air New Zealand","Excellent  10"
3338501,105,"Emirates","Excellent  10"
3338341,155,"British Airways","8"
3338341,152,"Air New Zealand","Excellent  10"
3338361,113,"Another airline",NA
3338365,141,"Air New Zealand","8"
3338525,148,"Air New Zealand","8"
3338316,167,"Virgin/Virgin Blue/Pacific Blue","2"
3338281,114,"Emirates","Excellent  10"
3338541,170,"Emirates","9"
3338517,137,"Qantas","7"
3338525,151,"Virgin/Virgin Blue/Pacific Blue","Excellent  10"
3338529,140,"Another airline",NA
3339010,131,"JetStar","6"
3338565,220,"Air New Zealand","8"
3338345,130,"Air New Zealand","3"
3338970,143,"Virgin/Virgin Blue/Pacific Blue","5"
3338517,138,"Virgin/Virgin Blue/Pacific Blue","5"
3338341,153,"Singapore Airlines","8"
3338365,142,"Virgin/Virgin Blue/Pacific Blue","4"
3338982,137,"Singapore Airlines","9"
3338525,150,"Emirates","9"
3339010,132,"Emirates","9"
3338529,139,"JetStar","6"
3338541,169,"Air New Zealand","Excellent  10"
3338447,136,"Air New Zealand","8"
3338385,140,"JetStar","9"
3339002,138,"Air New Zealand","7"
3339010,130,"Air New Zealand","Excellent  10"
3338411,135,"Air New Zealand","Excellent  10"
3338447,137,"Malaysian Airlines","7"
3338565,221,"Another airline",NA
3338395,138,"Not sure",NA
3338431,124,"Singapore Airlines","9"
3338483,120,"Emirates","Excellent  10"
3338607,183,"Emirates","9"
3338569,139,"Air New Zealand","8"
3338569,142,"Another airline",NA
3338573,180,"Air New Zealand","9"
3338523,139,"Virgin/Virgin Blue/Pacific Blue","7"
3338341,154,"Qantas","4"
3338471,152,"JetStar","5"
3339030,127,"Qantas","6"
3338507,142,"JetStar","7"
3339050,132,"Air New Zealand","9"
3339054,129,"Emirates","9"
3339066,156,"American Airlines","9"
3339050,133,"Singapore Airlines","Excellent  10"
3339058,138,"Singapore Airlines","Excellent  10"
3339070,139,"Virgin/Virgin Blue/Pacific Blue","3"
3338523,138,"Air New Zealand","9"
3338551,142,"Virgin/Virgin Blue/Pacific Blue","7"
3339026,135,"Air New Zealand","9"
3338385,141,"Virgin/Virgin Blue/Pacific Blue","8"
3338998,144,"Singapore Airlines","9"
3338495,168,"Air New Zealand","9"
3338411,136,"Virgin/Virgin Blue/Pacific Blue","8"
3338569,141,"Qantas","7"
3339030,128,"Virgin/Virgin Blue/Pacific Blue","Poor  1"
3338503,160,"Qantas","Excellent  10"
3339046,141,"Not sure",NA
3338519,151,"Not sure",NA
3339058,139,"Qantas","6"
3339062,138,"Air New Zealand","Excellent  10"
