"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3189123,106,"Staff at hotels, motels, backpackers, etc"
3189103,151,"Staff at hotels, motels, backpackers, etc"
3189091,127,"Staff at hotels, motels, backpackers, etc"
3189129,121,"Staff at hotels, motels, backpackers, etc"
3189128,97,"Staff at hotels, motels, backpackers, etc"
3189127,111,"Staff at hotels, motels, backpackers, etc"
3189135,97,"Staff at hotels, motels, backpackers, etc"
3189133,99,"Staff at hotels, motels, backpackers, etc"
3189137,105,"Staff at hotels, motels, backpackers, etc"
3189140,110,"Staff at hotels, motels, backpackers, etc"
3189141,123,"Staff at hotels, motels, backpackers, etc"
3189146,134,"Staff at hotels, motels, backpackers, etc"
3189172,131,"Staff at hotels, motels, backpackers, etc"
3189164,109,"Staff at hotels, motels, backpackers, etc"
3189156,119,"Staff at hotels, motels, backpackers, etc"
3189162,111,"Staff at hotels, motels, backpackers, etc"
3189211,111,"Staff at hotels, motels, backpackers, etc"
3189197,137,"Staff at hotels, motels, backpackers, etc"
3189193,133,"Staff at hotels, motels, backpackers, etc"
3189191,137,"Staff at hotels, motels, backpackers, etc"
3189184,110,"Staff at hotels, motels, backpackers, etc"
3189227,140,"Staff at hotels, motels, backpackers, etc"
3189221,126,"Staff at hotels, motels, backpackers, etc"
3189216,127,"Staff at hotels, motels, backpackers, etc"
3189236,155,"Staff at hotels, motels, backpackers, etc"
3189235,125,"Staff at hotels, motels, backpackers, etc"
3189246,112,"Staff at hotels, motels, backpackers, etc"
3189244,127,"Staff at hotels, motels, backpackers, etc"
3189260,144,"Staff at hotels, motels, backpackers, etc"
3189277,134,"Staff at hotels, motels, backpackers, etc"
3189286,93,"Staff at hotels, motels, backpackers, etc"
3189271,148,"Staff at hotels, motels, backpackers, etc"
3189265,123,"Staff at hotels, motels, backpackers, etc"
3189264,154,"Staff at hotels, motels, backpackers, etc"
3189313,112,"Staff at hotels, motels, backpackers, etc"
3189329,144,"Staff at hotels, motels, backpackers, etc"
3189355,132,"Staff at hotels, motels, backpackers, etc"
3189340,133,"Staff at hotels, motels, backpackers, etc"
3189360,118,"Staff at hotels, motels, backpackers, etc"
3189373,139,"Staff at hotels, motels, backpackers, etc"
3189366,119,"Staff at hotels, motels, backpackers, etc"
3189396,140,"Staff at hotels, motels, backpackers, etc"
3189409,164,"Staff at hotels, motels, backpackers, etc"
3189378,118,"Staff at hotels, motels, backpackers, etc"
3189386,135,"Staff at hotels, motels, backpackers, etc"
3189436,136,"Staff at hotels, motels, backpackers, etc"
3189441,163,"Staff at hotels, motels, backpackers, etc"
3189477,135,"Staff at hotels, motels, backpackers, etc"
3189470,146,"Staff at hotels, motels, backpackers, etc"
3189462,145,"Staff at hotels, motels, backpackers, etc"
3189455,121,"Staff at hotels, motels, backpackers, etc"
3189516,135,"Staff at hotels, motels, backpackers, etc"
3189500,106,"Staff at hotels, motels, backpackers, etc"
3189489,127,"Staff at hotels, motels, backpackers, etc"
3189490,122,"Staff at hotels, motels, backpackers, etc"
3189543,146,"Staff at hotels, motels, backpackers, etc"
3189528,131,"Staff at hotels, motels, backpackers, etc"
3189521,153,"Staff at hotels, motels, backpackers, etc"
3189525,121,"Staff at hotels, motels, backpackers, etc"
3189547,121,"Staff at hotels, motels, backpackers, etc"
3189552,143,"Staff at hotels, motels, backpackers, etc"
3189559,139,"Staff at hotels, motels, backpackers, etc"
3189570,154,"Staff at hotels, motels, backpackers, etc"
3189597,135,"Staff at hotels, motels, backpackers, etc"
3189591,139,"Staff at hotels, motels, backpackers, etc"
3189579,99,"Staff at hotels, motels, backpackers, etc"
3189588,118,"Staff at hotels, motels, backpackers, etc"
3189741,120,"Staff at hotels, motels, backpackers, etc"
3189743,141,"Staff at hotels, motels, backpackers, etc"
3189746,118,"Staff at hotels, motels, backpackers, etc"
3189757,153,"Staff at hotels, motels, backpackers, etc"
3189756,143,"Staff at hotels, motels, backpackers, etc"
3189717,123,"Staff at hotels, motels, backpackers, etc"
3189713,99,"Staff at hotels, motels, backpackers, etc"
3189707,145,"Staff at hotels, motels, backpackers, etc"
3189700,128,"Staff at hotels, motels, backpackers, etc"
3189617,126,"Staff at hotels, motels, backpackers, etc"
3189624,94,"Staff at hotels, motels, backpackers, etc"
3189613,128,"Staff at hotels, motels, backpackers, etc"
3189638,106,"Staff at hotels, motels, backpackers, etc"
3189632,151,"Staff at hotels, motels, backpackers, etc"
3189650,148,"Staff at hotels, motels, backpackers, etc"
3189662,113,"Staff at hotels, motels, backpackers, etc"
3189827,100,"Staff at hotels, motels, backpackers, etc"
3189824,136,"Staff at hotels, motels, backpackers, etc"
3189836,124,"Staff at hotels, motels, backpackers, etc"
3189811,155,"Staff at hotels, motels, backpackers, etc"
3189799,120,"Staff at hotels, motels, backpackers, etc"
3189782,133,"Staff at hotels, motels, backpackers, etc"
3189796,130,"Staff at hotels, motels, backpackers, etc"
3189792,116,"Staff at hotels, motels, backpackers, etc"
3189787,139,"Staff at hotels, motels, backpackers, etc"
3189855,117,"Staff at hotels, motels, backpackers, etc"
3189851,109,"Staff at hotels, motels, backpackers, etc"
3189845,132,"Staff at hotels, motels, backpackers, etc"
3189869,133,"Staff at hotels, motels, backpackers, etc"
3189864,123,"Staff at hotels, motels, backpackers, etc"
3189858,121,"Staff at hotels, motels, backpackers, etc"
3189900,146,"Staff at hotels, motels, backpackers, etc"
3189883,108,"Staff at hotels, motels, backpackers, etc"
3189874,147,"Staff at hotels, motels, backpackers, etc"
3189896,101,"Staff at hotels, motels, backpackers, etc"
3189930,92,"Staff at hotels, motels, backpackers, etc"
3189933,133,"Staff at hotels, motels, backpackers, etc"
3189920,148,"Staff at hotels, motels, backpackers, etc"
3189889,112,"Staff at hotels, motels, backpackers, etc"
3189951,144,"Staff at hotels, motels, backpackers, etc"
3189967,117,"Staff at hotels, motels, backpackers, etc"
3189956,139,"Staff at hotels, motels, backpackers, etc"
3189972,123,"Staff at hotels, motels, backpackers, etc"
3189983,123,"Staff at hotels, motels, backpackers, etc"
3189992,127,"Staff at hotels, motels, backpackers, etc"
3190063,130,"Staff at hotels, motels, backpackers, etc"
3190069,155,"Staff at hotels, motels, backpackers, etc"
3190026,115,"Staff at hotels, motels, backpackers, etc"
3190031,127,"Staff at hotels, motels, backpackers, etc"
3190034,122,"Staff at hotels, motels, backpackers, etc"
3189995,201,"Staff at hotels, motels, backpackers, etc"
3189994,110,"Staff at hotels, motels, backpackers, etc"
3190005,135,"Staff at hotels, motels, backpackers, etc"
3190002,132,"Staff at hotels, motels, backpackers, etc"
3190000,110,"Staff at hotels, motels, backpackers, etc"
3190014,130,"Staff at hotels, motels, backpackers, etc"
3190018,166,"Staff at hotels, motels, backpackers, etc"
3190097,164,"Staff at hotels, motels, backpackers, etc"
3190099,130,"Staff at hotels, motels, backpackers, etc"
3190093,150,"Staff at hotels, motels, backpackers, etc"
3190075,159,"Staff at hotels, motels, backpackers, etc"
3190078,124,"Staff at hotels, motels, backpackers, etc"
3190138,114,"Staff at hotels, motels, backpackers, etc"
3190113,126,"Staff at hotels, motels, backpackers, etc"
3190118,102,"Staff at hotels, motels, backpackers, etc"
3190158,114,"Staff at hotels, motels, backpackers, etc"
3190152,122,"Staff at hotels, motels, backpackers, etc"
3190157,131,"Staff at hotels, motels, backpackers, etc"
3190150,115,"Staff at hotels, motels, backpackers, etc"
3190149,162,"Staff at hotels, motels, backpackers, etc"
3190151,134,"Staff at hotels, motels, backpackers, etc"
3190145,109,"Staff at hotels, motels, backpackers, etc"
3190147,148,"Staff at hotels, motels, backpackers, etc"
3190176,138,"Staff at hotels, motels, backpackers, etc"
3190192,150,"Staff at hotels, motels, backpackers, etc"
3190201,151,"Staff at hotels, motels, backpackers, etc"
3190215,135,"Staff at hotels, motels, backpackers, etc"
3190233,133,"Staff at hotels, motels, backpackers, etc"
3190230,130,"Staff at hotels, motels, backpackers, etc"
3190224,128,"Staff at hotels, motels, backpackers, etc"
3190229,125,"Staff at hotels, motels, backpackers, etc"
3190253,126,"Staff at hotels, motels, backpackers, etc"
3190265,135,"Staff at hotels, motels, backpackers, etc"
3190260,166,"Staff at hotels, motels, backpackers, etc"
3190242,108,"Staff at hotels, motels, backpackers, etc"
3190278,178,"Staff at hotels, motels, backpackers, etc"
3190267,117,"Staff at hotels, motels, backpackers, etc"
3190238,136,"Staff at hotels, motels, backpackers, etc"
3190291,97,"Staff at hotels, motels, backpackers, etc"
3190296,118,"Staff at hotels, motels, backpackers, etc"
3190305,133,"Staff at hotels, motels, backpackers, etc"
3190293,147,"Staff at hotels, motels, backpackers, etc"
3190299,112,"Staff at hotels, motels, backpackers, etc"
3190328,94,"Staff at hotels, motels, backpackers, etc"
3190326,113,"Staff at hotels, motels, backpackers, etc"
3190352,143,"Staff at hotels, motels, backpackers, etc"
3190355,136,"Staff at hotels, motels, backpackers, etc"
3190346,155,"Staff at hotels, motels, backpackers, etc"
3190337,151,"Staff at hotels, motels, backpackers, etc"
3190360,160,"Staff at hotels, motels, backpackers, etc"
3190363,165,"Staff at hotels, motels, backpackers, etc"
3190368,132,"Staff at hotels, motels, backpackers, etc"
3190373,123,"Staff at hotels, motels, backpackers, etc"
3190382,150,"Staff at hotels, motels, backpackers, etc"
3190394,174,"Staff at hotels, motels, backpackers, etc"
3190397,113,"Staff at hotels, motels, backpackers, etc"
3190393,134,"Staff at hotels, motels, backpackers, etc"
3190414,130,"Staff at hotels, motels, backpackers, etc"
3190417,106,"Staff at hotels, motels, backpackers, etc"
3190435,153,"Staff at hotels, motels, backpackers, etc"
3190427,161,"Staff at hotels, motels, backpackers, etc"
3190425,122,"Staff at hotels, motels, backpackers, etc"
3190447,119,"Staff at hotels, motels, backpackers, etc"
3190440,135,"Staff at hotels, motels, backpackers, etc"
3190459,151,"Staff at hotels, motels, backpackers, etc"
3190471,97,"Staff at hotels, motels, backpackers, etc"
3190464,132,"Staff at hotels, motels, backpackers, etc"
3190486,133,"Staff at hotels, motels, backpackers, etc"
3190484,134,"Staff at hotels, motels, backpackers, etc"
3190483,157,"Staff at hotels, motels, backpackers, etc"
3190512,124,"Staff at hotels, motels, backpackers, etc"
3190533,128,"Staff at hotels, motels, backpackers, etc"
3190527,126,"Staff at hotels, motels, backpackers, etc"
3190540,137,"Staff at hotels, motels, backpackers, etc"
3190547,139,"Staff at hotels, motels, backpackers, etc"
3190553,123,"Staff at hotels, motels, backpackers, etc"
3190564,107,"Staff at hotels, motels, backpackers, etc"
3190571,167,"Staff at hotels, motels, backpackers, etc"
3190568,98,"Staff at hotels, motels, backpackers, etc"
3190566,115,"Staff at hotels, motels, backpackers, etc"
3190573,134,"Staff at hotels, motels, backpackers, etc"
3190576,164,"Staff at hotels, motels, backpackers, etc"
3190578,148,"Staff at hotels, motels, backpackers, etc"
3190639,153,"Staff at hotels, motels, backpackers, etc"
3190630,141,"Staff at hotels, motels, backpackers, etc"
3190629,152,"Staff at hotels, motels, backpackers, etc"
3190621,150,"Staff at hotels, motels, backpackers, etc"
3190613,130,"Staff at hotels, motels, backpackers, etc"
3190582,127,"Staff at hotels, motels, backpackers, etc"
3190594,123,"Staff at hotels, motels, backpackers, etc"
3190592,140,"Staff at hotels, motels, backpackers, etc"
3190604,135,"Staff at hotels, motels, backpackers, etc"
3190601,182,"Staff at hotels, motels, backpackers, etc"
3191199,105,"Staff at hotels, motels, backpackers, etc"
3191196,125,"Staff at hotels, motels, backpackers, etc"
3191193,124,"Staff at hotels, motels, backpackers, etc"
3191190,130,"Staff at hotels, motels, backpackers, etc"
3191185,114,"Staff at hotels, motels, backpackers, etc"
3191173,110,"Staff at hotels, motels, backpackers, etc"
3191177,116,"Staff at hotels, motels, backpackers, etc"
3191169,120,"Staff at hotels, motels, backpackers, etc"
3191174,117,"Staff at hotels, motels, backpackers, etc"
3191171,123,"Staff at hotels, motels, backpackers, etc"
3191166,124,"Staff at hotels, motels, backpackers, etc"
3190644,126,"Staff at hotels, motels, backpackers, etc"
3190647,145,"Staff at hotels, motels, backpackers, etc"
3191163,112,"Staff at hotels, motels, backpackers, etc"
3191243,116,"Staff at hotels, motels, backpackers, etc"
3191239,125,"Staff at hotels, motels, backpackers, etc"
3191236,119,"Staff at hotels, motels, backpackers, etc"
3191245,119,"Staff at hotels, motels, backpackers, etc"
3191252,128,"Staff at hotels, motels, backpackers, etc"
3191246,127,"Staff at hotels, motels, backpackers, etc"
3191249,129,"Staff at hotels, motels, backpackers, etc"
3191200,115,"Staff at hotels, motels, backpackers, etc"
3191208,111,"Staff at hotels, motels, backpackers, etc"
3191202,109,"Staff at hotels, motels, backpackers, etc"
3191217,118,"Staff at hotels, motels, backpackers, etc"
3191257,111,"Staff at hotels, motels, backpackers, etc"
3191268,117,"Staff at hotels, motels, backpackers, etc"
3191269,124,"Staff at hotels, motels, backpackers, etc"
3191270,126,"Staff at hotels, motels, backpackers, etc"
3191271,111,"Staff at hotels, motels, backpackers, etc"
3191284,128,"Staff at hotels, motels, backpackers, etc"
3191282,96,"Staff at hotels, motels, backpackers, etc"
3191288,112,"Staff at hotels, motels, backpackers, etc"
3191293,116,"Staff at hotels, motels, backpackers, etc"
3191296,115,"Staff at hotels, motels, backpackers, etc"
3191292,120,"Staff at hotels, motels, backpackers, etc"
3191319,115,"Staff at hotels, motels, backpackers, etc"
3191311,121,"Staff at hotels, motels, backpackers, etc"
3191313,107,"Staff at hotels, motels, backpackers, etc"
3191303,119,"Staff at hotels, motels, backpackers, etc"
3191330,116,"Staff at hotels, motels, backpackers, etc"
3191329,111,"Staff at hotels, motels, backpackers, etc"
3191320,115,"Staff at hotels, motels, backpackers, etc"
3191324,117,"Staff at hotels, motels, backpackers, etc"
3191325,137,"Staff at hotels, motels, backpackers, etc"
3191335,136,"Staff at hotels, motels, backpackers, etc"
3191332,122,"Staff at hotels, motels, backpackers, etc"
3191372,127,"Staff at hotels, motels, backpackers, etc"
3191368,128,"Staff at hotels, motels, backpackers, etc"
3191388,110,"Staff at hotels, motels, backpackers, etc"
3191393,111,"Staff at hotels, motels, backpackers, etc"
3191337,115,"Staff at hotels, motels, backpackers, etc"
3191363,110,"Staff at hotels, motels, backpackers, etc"
3191356,126,"Staff at hotels, motels, backpackers, etc"
3191365,118,"Staff at hotels, motels, backpackers, etc"
3191403,127,"Staff at hotels, motels, backpackers, etc"
3191405,114,"Staff at hotels, motels, backpackers, etc"
3191416,129,"Staff at hotels, motels, backpackers, etc"
3191411,119,"Staff at hotels, motels, backpackers, etc"
3191438,114,"Staff at hotels, motels, backpackers, etc"
3191436,115,"Staff at hotels, motels, backpackers, etc"
3191439,122,"Staff at hotels, motels, backpackers, etc"
3191441,120,"Staff at hotels, motels, backpackers, etc"
3191434,128,"Staff at hotels, motels, backpackers, etc"
