"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3185629,116,"Staff at hotels, motels, backpackers, etc"
3185618,127,"Staff at hotels, motels, backpackers, etc"
3185620,114,"Staff at hotels, motels, backpackers, etc"
3185622,117,"Staff at hotels, motels, backpackers, etc"
3185670,114,"Staff at hotels, motels, backpackers, etc"
3185660,107,"Staff at hotels, motels, backpackers, etc"
3185657,110,"Staff at hotels, motels, backpackers, etc"
3185667,120,"Staff at hotels, motels, backpackers, etc"
3185674,136,"Staff at hotels, motels, backpackers, etc"
3185680,150,"Staff at hotels, motels, backpackers, etc"
3185675,125,"Staff at hotels, motels, backpackers, etc"
3185687,123,"Staff at hotels, motels, backpackers, etc"
3185692,129,"Staff at hotels, motels, backpackers, etc"
3185704,134,"Staff at hotels, motels, backpackers, etc"
3185710,109,"Staff at hotels, motels, backpackers, etc"
3185733,111,"Staff at hotels, motels, backpackers, etc"
3185734,112,"Staff at hotels, motels, backpackers, etc"
3185731,119,"Staff at hotels, motels, backpackers, etc"
3185723,103,"Staff at hotels, motels, backpackers, etc"
3185746,131,"Staff at hotels, motels, backpackers, etc"
3185749,126,"Staff at hotels, motels, backpackers, etc"
3185752,118,"Staff at hotels, motels, backpackers, etc"
3185738,105,"Staff at hotels, motels, backpackers, etc"
3185742,120,"Staff at hotels, motels, backpackers, etc"
3185770,121,"Staff at hotels, motels, backpackers, etc"
3185759,122,"Staff at hotels, motels, backpackers, etc"
3185785,122,"Staff at hotels, motels, backpackers, etc"
3185790,104,"Staff at hotels, motels, backpackers, etc"
3185801,117,"Staff at hotels, motels, backpackers, etc"
3185795,137,"Staff at hotels, motels, backpackers, etc"
3185794,123,"Staff at hotels, motels, backpackers, etc"
3185802,114,"Staff at hotels, motels, backpackers, etc"
3185803,114,"Staff at hotels, motels, backpackers, etc"
3185816,123,"Staff at hotels, motels, backpackers, etc"
3185817,108,"Staff at hotels, motels, backpackers, etc"
3185832,119,"Staff at hotels, motels, backpackers, etc"
3185825,100,"Staff at hotels, motels, backpackers, etc"
3185860,109,"Staff at hotels, motels, backpackers, etc"
3185854,115,"Staff at hotels, motels, backpackers, etc"
3185845,129,"Staff at hotels, motels, backpackers, etc"
3185846,120,"Staff at hotels, motels, backpackers, etc"
3185843,132,"Staff at hotels, motels, backpackers, etc"
3185890,111,"Staff at hotels, motels, backpackers, etc"
3185880,127,"Staff at hotels, motels, backpackers, etc"
3185881,127,"Staff at hotels, motels, backpackers, etc"
3185869,107,"Staff at hotels, motels, backpackers, etc"
3185914,125,"Staff at hotels, motels, backpackers, etc"
3185915,129,"Staff at hotels, motels, backpackers, etc"
3185920,125,"Staff at hotels, motels, backpackers, etc"
3185909,141,"Staff at hotels, motels, backpackers, etc"
3185910,130,"Staff at hotels, motels, backpackers, etc"
3185893,110,"Staff at hotels, motels, backpackers, etc"
3185895,134,"Staff at hotels, motels, backpackers, etc"
3185902,112,"Staff at hotels, motels, backpackers, etc"
3185935,113,"Staff at hotels, motels, backpackers, etc"
3185946,123,"Staff at hotels, motels, backpackers, etc"
3185940,116,"Staff at hotels, motels, backpackers, etc"
3185939,130,"Staff at hotels, motels, backpackers, etc"
3185937,112,"Staff at hotels, motels, backpackers, etc"
3185969,120,"Staff at hotels, motels, backpackers, etc"
3185971,133,"Staff at hotels, motels, backpackers, etc"
3185956,132,"Staff at hotels, motels, backpackers, etc"
3185947,131,"Staff at hotels, motels, backpackers, etc"
3186003,100,"Staff at hotels, motels, backpackers, etc"
3185991,130,"Staff at hotels, motels, backpackers, etc"
3185992,138,"Staff at hotels, motels, backpackers, etc"
3185980,110,"Staff at hotels, motels, backpackers, etc"
3185982,116,"Staff at hotels, motels, backpackers, etc"
3185975,119,"Staff at hotels, motels, backpackers, etc"
3185973,122,"Staff at hotels, motels, backpackers, etc"
3185974,115,"Staff at hotels, motels, backpackers, etc"
3186011,117,"Staff at hotels, motels, backpackers, etc"
3186009,127,"Staff at hotels, motels, backpackers, etc"
3186027,121,"Staff at hotels, motels, backpackers, etc"
3186074,116,"Staff at hotels, motels, backpackers, etc"
3186066,95,"Staff at hotels, motels, backpackers, etc"
3186105,105,"Staff at hotels, motels, backpackers, etc"
3186116,115,"Staff at hotels, motels, backpackers, etc"
3186110,111,"Staff at hotels, motels, backpackers, etc"
3186130,115,"Staff at hotels, motels, backpackers, etc"
3186103,132,"Staff at hotels, motels, backpackers, etc"
3186093,125,"Staff at hotels, motels, backpackers, etc"
3186101,110,"Staff at hotels, motels, backpackers, etc"
3186097,117,"Staff at hotels, motels, backpackers, etc"
3186172,126,"Staff at hotels, motels, backpackers, etc"
3186173,118,"Staff at hotels, motels, backpackers, etc"
3186162,128,"Staff at hotels, motels, backpackers, etc"
3186155,126,"Staff at hotels, motels, backpackers, etc"
3186145,135,"Staff at hotels, motels, backpackers, etc"
3186146,140,"Staff at hotels, motels, backpackers, etc"
3186147,132,"Staff at hotels, motels, backpackers, etc"
3186133,115,"Staff at hotels, motels, backpackers, etc"
3186134,114,"Staff at hotels, motels, backpackers, etc"
3186143,116,"Staff at hotels, motels, backpackers, etc"
3186193,108,"Staff at hotels, motels, backpackers, etc"
3186198,135,"Staff at hotels, motels, backpackers, etc"
3186180,120,"Staff at hotels, motels, backpackers, etc"
3186178,113,"Staff at hotels, motels, backpackers, etc"
3186201,121,"Staff at hotels, motels, backpackers, etc"
3186215,118,"Staff at hotels, motels, backpackers, etc"
3186216,142,"Staff at hotels, motels, backpackers, etc"
3186247,91,"Staff at hotels, motels, backpackers, etc"
3186222,106,"Staff at hotels, motels, backpackers, etc"
3186221,113,"Staff at hotels, motels, backpackers, etc"
3186251,147,"Staff at hotels, motels, backpackers, etc"
3186266,99,"Staff at hotels, motels, backpackers, etc"
3186278,127,"Staff at hotels, motels, backpackers, etc"
3186272,119,"Staff at hotels, motels, backpackers, etc"
3186300,115,"Staff at hotels, motels, backpackers, etc"
3186307,102,"Staff at hotels, motels, backpackers, etc"
3186322,154,"Staff at hotels, motels, backpackers, etc"
3186258,99,"Staff at hotels, motels, backpackers, etc"
3186319,130,"Staff at hotels, motels, backpackers, etc"
3186486,112,"Staff at hotels, motels, backpackers, etc"
3186470,105,"Staff at hotels, motels, backpackers, etc"
3186469,148,"Staff at hotels, motels, backpackers, etc"
3186467,108,"Staff at hotels, motels, backpackers, etc"
3186466,153,"Staff at hotels, motels, backpackers, etc"
3186459,119,"Staff at hotels, motels, backpackers, etc"
3186325,130,"Staff at hotels, motels, backpackers, etc"
3186337,122,"Staff at hotels, motels, backpackers, etc"
3186534,118,"Staff at hotels, motels, backpackers, etc"
3186536,97,"Staff at hotels, motels, backpackers, etc"
3186547,126,"Staff at hotels, motels, backpackers, etc"
3186565,120,"Staff at hotels, motels, backpackers, etc"
3186572,124,"Staff at hotels, motels, backpackers, etc"
3186519,167,"Staff at hotels, motels, backpackers, etc"
3186531,115,"Staff at hotels, motels, backpackers, etc"
3186514,96,"Staff at hotels, motels, backpackers, etc"
3186512,134,"Staff at hotels, motels, backpackers, etc"
3186511,134,"Staff at hotels, motels, backpackers, etc"
3186581,109,"Staff at hotels, motels, backpackers, etc"
3186594,92,"Staff at hotels, motels, backpackers, etc"
3186602,123,"Staff at hotels, motels, backpackers, etc"
3186613,118,"Staff at hotels, motels, backpackers, etc"
3186618,126,"Staff at hotels, motels, backpackers, etc"
3186619,102,"Staff at hotels, motels, backpackers, etc"
3186640,126,"Staff at hotels, motels, backpackers, etc"
3186621,151,"Staff at hotels, motels, backpackers, etc"
3186598,103,"Staff at hotels, motels, backpackers, etc"
3186632,118,"Staff at hotels, motels, backpackers, etc"
3186661,149,"Staff at hotels, motels, backpackers, etc"
3186656,156,"Staff at hotels, motels, backpackers, etc"
3186668,140,"Staff at hotels, motels, backpackers, etc"
3186685,138,"Staff at hotels, motels, backpackers, etc"
3186686,146,"Staff at hotels, motels, backpackers, etc"
3186689,126,"Staff at hotels, motels, backpackers, etc"
3186691,139,"Staff at hotels, motels, backpackers, etc"
3186724,112,"Staff at hotels, motels, backpackers, etc"
3186700,116,"Staff at hotels, motels, backpackers, etc"
3186770,95,"Staff at hotels, motels, backpackers, etc"
3186778,132,"Staff at hotels, motels, backpackers, etc"
3186812,102,"Staff at hotels, motels, backpackers, etc"
3186816,108,"Staff at hotels, motels, backpackers, etc"
3186781,102,"Staff at hotels, motels, backpackers, etc"
3186761,153,"Staff at hotels, motels, backpackers, etc"
3186742,111,"Staff at hotels, motels, backpackers, etc"
3186737,110,"Staff at hotels, motels, backpackers, etc"
3186726,157,"Staff at hotels, motels, backpackers, etc"
3186878,99,"Staff at hotels, motels, backpackers, etc"
3186879,117,"Staff at hotels, motels, backpackers, etc"
3186869,110,"Staff at hotels, motels, backpackers, etc"
3186868,124,"Staff at hotels, motels, backpackers, etc"
3186870,120,"Staff at hotels, motels, backpackers, etc"
3186863,137,"Staff at hotels, motels, backpackers, etc"
3186867,118,"Staff at hotels, motels, backpackers, etc"
3186866,106,"Staff at hotels, motels, backpackers, etc"
3186845,94,"Staff at hotels, motels, backpackers, etc"
3186840,113,"Staff at hotels, motels, backpackers, etc"
3186849,107,"Staff at hotels, motels, backpackers, etc"
3186862,153,"Staff at hotels, motels, backpackers, etc"
3186893,114,"Staff at hotels, motels, backpackers, etc"
3186910,117,"Staff at hotels, motels, backpackers, etc"
3186885,131,"Staff at hotels, motels, backpackers, etc"
3186900,126,"Staff at hotels, motels, backpackers, etc"
3186930,121,"Staff at hotels, motels, backpackers, etc"
3186925,110,"Staff at hotels, motels, backpackers, etc"
3186928,125,"Staff at hotels, motels, backpackers, etc"
3186911,130,"Staff at hotels, motels, backpackers, etc"
3186916,123,"Staff at hotels, motels, backpackers, etc"
3186921,133,"Staff at hotels, motels, backpackers, etc"
3186919,128,"Staff at hotels, motels, backpackers, etc"
3186934,131,"Staff at hotels, motels, backpackers, etc"
3186931,125,"Staff at hotels, motels, backpackers, etc"
3186945,122,"Staff at hotels, motels, backpackers, etc"
3186953,129,"Staff at hotels, motels, backpackers, etc"
3186962,133,"Staff at hotels, motels, backpackers, etc"
3186960,118,"Staff at hotels, motels, backpackers, etc"
3186970,114,"Staff at hotels, motels, backpackers, etc"
3187026,125,"Staff at hotels, motels, backpackers, etc"
3187029,117,"Staff at hotels, motels, backpackers, etc"
3187032,131,"Staff at hotels, motels, backpackers, etc"
3187037,127,"Staff at hotels, motels, backpackers, etc"
3187038,115,"Staff at hotels, motels, backpackers, etc"
3186982,108,"Staff at hotels, motels, backpackers, etc"
3187005,138,"Staff at hotels, motels, backpackers, etc"
3187014,114,"Staff at hotels, motels, backpackers, etc"
3187041,108,"Staff at hotels, motels, backpackers, etc"
3187071,111,"Staff at hotels, motels, backpackers, etc"
3187058,137,"Staff at hotels, motels, backpackers, etc"
3187075,111,"Staff at hotels, motels, backpackers, etc"
3187073,129,"Staff at hotels, motels, backpackers, etc"
3187077,108,"Staff at hotels, motels, backpackers, etc"
3187093,123,"Staff at hotels, motels, backpackers, etc"
3187128,124,"Staff at hotels, motels, backpackers, etc"
3187082,112,"Staff at hotels, motels, backpackers, etc"
3187125,117,"Staff at hotels, motels, backpackers, etc"
3187112,118,"Staff at hotels, motels, backpackers, etc"
3187117,107,"Staff at hotels, motels, backpackers, etc"
3187106,126,"Staff at hotels, motels, backpackers, etc"
3187108,129,"Staff at hotels, motels, backpackers, etc"
3187107,131,"Staff at hotels, motels, backpackers, etc"
3187096,127,"Staff at hotels, motels, backpackers, etc"
3187098,109,"Staff at hotels, motels, backpackers, etc"
3187155,104,"Staff at hotels, motels, backpackers, etc"
3187156,125,"Staff at hotels, motels, backpackers, etc"
3187159,123,"Staff at hotels, motels, backpackers, etc"
3187152,134,"Staff at hotels, motels, backpackers, etc"
3187140,120,"Staff at hotels, motels, backpackers, etc"
3187137,122,"Staff at hotels, motels, backpackers, etc"
3187135,111,"Staff at hotels, motels, backpackers, etc"
3187169,119,"Staff at hotels, motels, backpackers, etc"
3187141,114,"Staff at hotels, motels, backpackers, etc"
3187163,137,"Staff at hotels, motels, backpackers, etc"
3187181,133,"Staff at hotels, motels, backpackers, etc"
3187175,130,"Staff at hotels, motels, backpackers, etc"
3187172,118,"Staff at hotels, motels, backpackers, etc"
3187201,115,"Staff at hotels, motels, backpackers, etc"
3187208,120,"Staff at hotels, motels, backpackers, etc"
3187211,112,"Staff at hotels, motels, backpackers, etc"
3187207,107,"Staff at hotels, motels, backpackers, etc"
3187216,126,"Staff at hotels, motels, backpackers, etc"
3187218,110,"Staff at hotels, motels, backpackers, etc"
3187233,117,"Staff at hotels, motels, backpackers, etc"
3187251,125,"Staff at hotels, motels, backpackers, etc"
3187252,110,"Staff at hotels, motels, backpackers, etc"
3187243,114,"Staff at hotels, motels, backpackers, etc"
3187241,113,"Staff at hotels, motels, backpackers, etc"
3187240,122,"Staff at hotels, motels, backpackers, etc"
3187248,122,"Staff at hotels, motels, backpackers, etc"
3187245,130,"Staff at hotels, motels, backpackers, etc"
3187279,107,"Staff at hotels, motels, backpackers, etc"
3187271,115,"Staff at hotels, motels, backpackers, etc"
3187263,133,"Staff at hotels, motels, backpackers, etc"
3187261,123,"Staff at hotels, motels, backpackers, etc"
3187281,124,"Staff at hotels, motels, backpackers, etc"
3187292,122,"Staff at hotels, motels, backpackers, etc"
3187293,126,"Staff at hotels, motels, backpackers, etc"
3187296,116,"Staff at hotels, motels, backpackers, etc"
3187339,114,"Staff at hotels, motels, backpackers, etc"
3187335,113,"Staff at hotels, motels, backpackers, etc"
3187333,116,"Staff at hotels, motels, backpackers, etc"
3187321,112,"Staff at hotels, motels, backpackers, etc"
3187309,126,"Staff at hotels, motels, backpackers, etc"
3187326,120,"Staff at hotels, motels, backpackers, etc"
3187350,118,"Staff at hotels, motels, backpackers, etc"
3187342,115,"Staff at hotels, motels, backpackers, etc"
3187338,122,"Staff at hotels, motels, backpackers, etc"
3187363,122,"Staff at hotels, motels, backpackers, etc"
3187357,115,"Staff at hotels, motels, backpackers, etc"
3187379,123,"Staff at hotels, motels, backpackers, etc"
3187365,111,"Staff at hotels, motels, backpackers, etc"
3187382,116,"Staff at hotels, motels, backpackers, etc"
3187402,124,"Staff at hotels, motels, backpackers, etc"
3187401,139,"Staff at hotels, motels, backpackers, etc"
3187396,121,"Staff at hotels, motels, backpackers, etc"
3187394,126,"Staff at hotels, motels, backpackers, etc"
3187393,125,"Staff at hotels, motels, backpackers, etc"
3187410,112,"Staff at hotels, motels, backpackers, etc"
3187409,123,"Staff at hotels, motels, backpackers, etc"
3187412,108,"Staff at hotels, motels, backpackers, etc"
3187418,107,"Staff at hotels, motels, backpackers, etc"
3187421,120,"Staff at hotels, motels, backpackers, etc"
3187420,104,"Staff at hotels, motels, backpackers, etc"
3187433,124,"Staff at hotels, motels, backpackers, etc"
3187438,123,"Staff at hotels, motels, backpackers, etc"
3187462,126,"Staff at hotels, motels, backpackers, etc"
3187456,112,"Staff at hotels, motels, backpackers, etc"
3187485,123,"Staff at hotels, motels, backpackers, etc"
3187484,121,"Staff at hotels, motels, backpackers, etc"
3187461,111,"Staff at hotels, motels, backpackers, etc"
3187472,118,"Staff at hotels, motels, backpackers, etc"
3187471,134,"Staff at hotels, motels, backpackers, etc"
3187492,140,"Staff at hotels, motels, backpackers, etc"
3187500,135,"Staff at hotels, motels, backpackers, etc"
3187508,114,"Staff at hotels, motels, backpackers, etc"
3187513,124,"Staff at hotels, motels, backpackers, etc"
3187525,120,"Staff at hotels, motels, backpackers, etc"
3187527,121,"Staff at hotels, motels, backpackers, etc"
3187532,107,"Staff at hotels, motels, backpackers, etc"
3187529,130,"Staff at hotels, motels, backpackers, etc"
3187530,115,"Staff at hotels, motels, backpackers, etc"
3187550,115,"Staff at hotels, motels, backpackers, etc"
3187561,118,"Staff at hotels, motels, backpackers, etc"
3187545,118,"Staff at hotels, motels, backpackers, etc"
3187574,120,"Staff at hotels, motels, backpackers, etc"
3187592,113,"Staff at hotels, motels, backpackers, etc"
3187568,122,"Staff at hotels, motels, backpackers, etc"
3187606,112,"Staff at hotels, motels, backpackers, etc"
3187569,127,"Staff at hotels, motels, backpackers, etc"
3187589,114,"Staff at hotels, motels, backpackers, etc"
3187632,122,"Staff at hotels, motels, backpackers, etc"
3187633,125,"Staff at hotels, motels, backpackers, etc"
3187635,111,"Staff at hotels, motels, backpackers, etc"
3187654,125,"Staff at hotels, motels, backpackers, etc"
3187652,121,"Staff at hotels, motels, backpackers, etc"
3187649,120,"Staff at hotels, motels, backpackers, etc"
3187647,124,"Staff at hotels, motels, backpackers, etc"
3187684,126,"Staff at hotels, motels, backpackers, etc"
3187683,137,"Staff at hotels, motels, backpackers, etc"
3187660,111,"Staff at hotels, motels, backpackers, etc"
3187663,119,"Staff at hotels, motels, backpackers, etc"
3187666,120,"Staff at hotels, motels, backpackers, etc"
3187689,107,"Staff at hotels, motels, backpackers, etc"
3187694,118,"Staff at hotels, motels, backpackers, etc"
3187713,135,"Staff at hotels, motels, backpackers, etc"
3187707,139,"Staff at hotels, motels, backpackers, etc"
3187717,123,"Staff at hotels, motels, backpackers, etc"
3187745,90,"Staff at hotels, motels, backpackers, etc"
3187750,133,"Staff at hotels, motels, backpackers, etc"
3187772,121,"Staff at hotels, motels, backpackers, etc"
3187768,132,"Staff at hotels, motels, backpackers, etc"
3187773,124,"Staff at hotels, motels, backpackers, etc"
3187795,115,"Staff at hotels, motels, backpackers, etc"
3187790,149,"Staff at hotels, motels, backpackers, etc"
3187803,141,"Staff at hotels, motels, backpackers, etc"
3187776,151,"Staff at hotels, motels, backpackers, etc"
3187825,111,"Staff at hotels, motels, backpackers, etc"
3187809,174,"Staff at hotels, motels, backpackers, etc"
3187807,138,"Staff at hotels, motels, backpackers, etc"
3187808,140,"Staff at hotels, motels, backpackers, etc"
3187850,119,"Staff at hotels, motels, backpackers, etc"
3187855,147,"Staff at hotels, motels, backpackers, etc"
3187846,105,"Staff at hotels, motels, backpackers, etc"
3187828,125,"Staff at hotels, motels, backpackers, etc"
3187920,112,"Staff at hotels, motels, backpackers, etc"
3187911,121,"Staff at hotels, motels, backpackers, etc"
3187896,92,"Staff at hotels, motels, backpackers, etc"
3187894,127,"Staff at hotels, motels, backpackers, etc"
3187864,136,"Staff at hotels, motels, backpackers, etc"
3187865,109,"Staff at hotels, motels, backpackers, etc"
3187881,127,"Staff at hotels, motels, backpackers, etc"
3187951,133,"Staff at hotels, motels, backpackers, etc"
3187947,126,"Staff at hotels, motels, backpackers, etc"
3187974,126,"Staff at hotels, motels, backpackers, etc"
3187972,164,"Staff at hotels, motels, backpackers, etc"
3187933,93,"Staff at hotels, motels, backpackers, etc"
3187927,99,"Staff at hotels, motels, backpackers, etc"
3187936,142,"Staff at hotels, motels, backpackers, etc"
3187939,146,"Staff at hotels, motels, backpackers, etc"
3187990,118,"Staff at hotels, motels, backpackers, etc"
3187988,218,"Staff at hotels, motels, backpackers, etc"
3187976,106,"Staff at hotels, motels, backpackers, etc"
3187984,152,"Staff at hotels, motels, backpackers, etc"
3188004,130,"Staff at hotels, motels, backpackers, etc"
3188002,109,"Staff at hotels, motels, backpackers, etc"
3188000,153,"Staff at hotels, motels, backpackers, etc"
3187996,147,"Staff at hotels, motels, backpackers, etc"
3187997,149,"Staff at hotels, motels, backpackers, etc"
3187998,143,"Staff at hotels, motels, backpackers, etc"
3188023,129,"Staff at hotels, motels, backpackers, etc"
3188013,129,"Staff at hotels, motels, backpackers, etc"
3188008,137,"Staff at hotels, motels, backpackers, etc"
3188061,93,"Staff at hotels, motels, backpackers, etc"
3188066,117,"Staff at hotels, motels, backpackers, etc"
3188052,120,"Staff at hotels, motels, backpackers, etc"
3188034,116,"Staff at hotels, motels, backpackers, etc"
3188045,136,"Staff at hotels, motels, backpackers, etc"
3188110,126,"Staff at hotels, motels, backpackers, etc"
3188091,144,"Staff at hotels, motels, backpackers, etc"
3188109,147,"Staff at hotels, motels, backpackers, etc"
3188083,97,"Staff at hotels, motels, backpackers, etc"
3188075,125,"Staff at hotels, motels, backpackers, etc"
3188140,120,"Staff at hotels, motels, backpackers, etc"
3188162,166,"Staff at hotels, motels, backpackers, etc"
3188159,136,"Staff at hotels, motels, backpackers, etc"
3188161,155,"Staff at hotels, motels, backpackers, etc"
3188145,107,"Staff at hotels, motels, backpackers, etc"
3188146,134,"Staff at hotels, motels, backpackers, etc"
3188155,115,"Staff at hotels, motels, backpackers, etc"
3188193,144,"Staff at hotels, motels, backpackers, etc"
3188195,102,"Staff at hotels, motels, backpackers, etc"
3188188,114,"Staff at hotels, motels, backpackers, etc"
3188170,157,"Staff at hotels, motels, backpackers, etc"
3188174,106,"Staff at hotels, motels, backpackers, etc"
3188172,123,"Staff at hotels, motels, backpackers, etc"
3188210,126,"Staff at hotels, motels, backpackers, etc"
3188211,130,"Staff at hotels, motels, backpackers, etc"
3188208,139,"Staff at hotels, motels, backpackers, etc"
3188214,132,"Staff at hotels, motels, backpackers, etc"
3188236,127,"Staff at hotels, motels, backpackers, etc"
3188237,124,"Staff at hotels, motels, backpackers, etc"
3188238,161,"Staff at hotels, motels, backpackers, etc"
3188277,98,"Staff at hotels, motels, backpackers, etc"
3188282,143,"Staff at hotels, motels, backpackers, etc"
3188255,123,"Staff at hotels, motels, backpackers, etc"
3188257,109,"Staff at hotels, motels, backpackers, etc"
3188250,128,"Staff at hotels, motels, backpackers, etc"
3188254,128,"Staff at hotels, motels, backpackers, etc"
3188334,139,"Staff at hotels, motels, backpackers, etc"
3188337,104,"Staff at hotels, motels, backpackers, etc"
3188331,116,"Staff at hotels, motels, backpackers, etc"
3188323,134,"Staff at hotels, motels, backpackers, etc"
3188296,151,"Staff at hotels, motels, backpackers, etc"
3188287,138,"Staff at hotels, motels, backpackers, etc"
3188309,168,"Staff at hotels, motels, backpackers, etc"
3188322,172,"Staff at hotels, motels, backpackers, etc"
3188379,121,"Staff at hotels, motels, backpackers, etc"
3188375,157,"Staff at hotels, motels, backpackers, etc"
3188376,152,"Staff at hotels, motels, backpackers, etc"
3188357,156,"Staff at hotels, motels, backpackers, etc"
3188347,92,"Staff at hotels, motels, backpackers, etc"
3188364,139,"Staff at hotels, motels, backpackers, etc"
3188366,119,"Staff at hotels, motels, backpackers, etc"
3188344,159,"Staff at hotels, motels, backpackers, etc"
3188348,161,"Staff at hotels, motels, backpackers, etc"
3188341,149,"Staff at hotels, motels, backpackers, etc"
3188343,114,"Staff at hotels, motels, backpackers, etc"
3188400,118,"Staff at hotels, motels, backpackers, etc"
3188389,129,"Staff at hotels, motels, backpackers, etc"
3188434,163,"Staff at hotels, motels, backpackers, etc"
3188437,126,"Staff at hotels, motels, backpackers, etc"
3188453,105,"Staff at hotels, motels, backpackers, etc"
3188443,128,"Staff at hotels, motels, backpackers, etc"
3188469,135,"Staff at hotels, motels, backpackers, etc"
3188454,111,"Staff at hotels, motels, backpackers, etc"
3188479,108,"Staff at hotels, motels, backpackers, etc"
3188484,111,"Staff at hotels, motels, backpackers, etc"
3188476,120,"Staff at hotels, motels, backpackers, etc"
3188499,109,"Staff at hotels, motels, backpackers, etc"
3188496,113,"Staff at hotels, motels, backpackers, etc"
3188490,118,"Staff at hotels, motels, backpackers, etc"
3188492,120,"Staff at hotels, motels, backpackers, etc"
3188488,105,"Staff at hotels, motels, backpackers, etc"
3188522,117,"Staff at hotels, motels, backpackers, etc"
3188534,148,"Staff at hotels, motels, backpackers, etc"
3188511,110,"Staff at hotels, motels, backpackers, etc"
3188547,129,"Staff at hotels, motels, backpackers, etc"
3188538,104,"Staff at hotels, motels, backpackers, etc"
3188540,106,"Staff at hotels, motels, backpackers, etc"
3188561,113,"Staff at hotels, motels, backpackers, etc"
3188594,106,"Staff at hotels, motels, backpackers, etc"
3188587,124,"Staff at hotels, motels, backpackers, etc"
3188577,98,"Staff at hotels, motels, backpackers, etc"
3188597,126,"Staff at hotels, motels, backpackers, etc"
3188608,108,"Staff at hotels, motels, backpackers, etc"
3188585,145,"Staff at hotels, motels, backpackers, etc"
3188567,117,"Staff at hotels, motels, backpackers, etc"
3188570,135,"Staff at hotels, motels, backpackers, etc"
3188659,102,"Staff at hotels, motels, backpackers, etc"
3188663,137,"Staff at hotels, motels, backpackers, etc"
3188627,94,"Staff at hotels, motels, backpackers, etc"
3188710,140,"Staff at hotels, motels, backpackers, etc"
3188705,130,"Staff at hotels, motels, backpackers, etc"
3188694,92,"Staff at hotels, motels, backpackers, etc"
3188728,92,"Staff at hotels, motels, backpackers, etc"
3188737,113,"Staff at hotels, motels, backpackers, etc"
3188752,160,"Staff at hotels, motels, backpackers, etc"
3188758,155,"Staff at hotels, motels, backpackers, etc"
3188771,142,"Staff at hotels, motels, backpackers, etc"
3188769,108,"Staff at hotels, motels, backpackers, etc"
3188767,161,"Staff at hotels, motels, backpackers, etc"
3188765,154,"Staff at hotels, motels, backpackers, etc"
3188807,101,"Staff at hotels, motels, backpackers, etc"
3188812,100,"Staff at hotels, motels, backpackers, etc"
3188811,142,"Staff at hotels, motels, backpackers, etc"
3188787,141,"Staff at hotels, motels, backpackers, etc"
3188824,116,"Staff at hotels, motels, backpackers, etc"
3188828,163,"Staff at hotels, motels, backpackers, etc"
3188831,131,"Staff at hotels, motels, backpackers, etc"
3188832,124,"Staff at hotels, motels, backpackers, etc"
3188844,165,"Staff at hotels, motels, backpackers, etc"
3188841,165,"Staff at hotels, motels, backpackers, etc"
3188895,126,"Staff at hotels, motels, backpackers, etc"
3188891,130,"Staff at hotels, motels, backpackers, etc"
3188902,146,"Staff at hotels, motels, backpackers, etc"
3188910,152,"Staff at hotels, motels, backpackers, etc"
3188837,100,"Staff at hotels, motels, backpackers, etc"
3188846,143,"Staff at hotels, motels, backpackers, etc"
3188878,129,"Staff at hotels, motels, backpackers, etc"
3188875,110,"Staff at hotels, motels, backpackers, etc"
3188864,115,"Staff at hotels, motels, backpackers, etc"
3188920,118,"Staff at hotels, motels, backpackers, etc"
3188938,167,"Staff at hotels, motels, backpackers, etc"
3188913,118,"Staff at hotels, motels, backpackers, etc"
3188909,121,"Staff at hotels, motels, backpackers, etc"
3188919,164,"Staff at hotels, motels, backpackers, etc"
3188918,121,"Staff at hotels, motels, backpackers, etc"
3188964,134,"Staff at hotels, motels, backpackers, etc"
3188942,169,"Staff at hotels, motels, backpackers, etc"
3188945,161,"Staff at hotels, motels, backpackers, etc"
3188984,119,"Staff at hotels, motels, backpackers, etc"
3188985,128,"Staff at hotels, motels, backpackers, etc"
3188983,132,"Staff at hotels, motels, backpackers, etc"
3188976,119,"Staff at hotels, motels, backpackers, etc"
3188972,135,"Staff at hotels, motels, backpackers, etc"
3188994,164,"Staff at hotels, motels, backpackers, etc"
3188993,107,"Staff at hotels, motels, backpackers, etc"
3188987,138,"Staff at hotels, motels, backpackers, etc"
3188989,151,"Staff at hotels, motels, backpackers, etc"
3188991,136,"Staff at hotels, motels, backpackers, etc"
3189001,154,"Staff at hotels, motels, backpackers, etc"
3188982,108,"Staff at hotels, motels, backpackers, etc"
3189006,136,"Staff at hotels, motels, backpackers, etc"
3189013,99,"Staff at hotels, motels, backpackers, etc"
3189017,128,"Staff at hotels, motels, backpackers, etc"
3189056,127,"Staff at hotels, motels, backpackers, etc"
3189053,112,"Staff at hotels, motels, backpackers, etc"
3189058,114,"Staff at hotels, motels, backpackers, etc"
3189042,125,"Staff at hotels, motels, backpackers, etc"
3189040,151,"Staff at hotels, motels, backpackers, etc"
3189075,126,"Staff at hotels, motels, backpackers, etc"
3189071,118,"Staff at hotels, motels, backpackers, etc"
3189072,126,"Staff at hotels, motels, backpackers, etc"
3189074,127,"Staff at hotels, motels, backpackers, etc"
3189113,121,"Staff at hotels, motels, backpackers, etc"
3189116,114,"Staff at hotels, motels, backpackers, etc"
